OrigL	AssignedL
10719.XYZ	10719.002
10719.XYZ	10719.004
10719.XYZ	10719.006
10726.XYZ	10726.002
10726.XYZ	10726.004
10726.XYZ	10726.006
10729.XYZ	10729.002
10730.XYZ	10730.002
10731.XYZ	10731.002
10736.XYZ	10736.002
10739.XYZ	10739.002
10739.XYZ	10739.004
10739.XYZ	10739.006
10749.XYZ	10749.002
10749.XYZ	10749.004
10749.XYZ	10749.006
10765.XYZ	10765.002
10765.XYZ	10765.004
10765.XYZ	10765.006
10765.XYZ	10765.008
10788.XYZ	10788.002
10788.XYZ	10788.004
10791.XYZ	10791.002
10804.XYZ	10804.002
10804.XYZ	10804.004
10804.XYZ	10804.006
10804.XYZ	10804.008
10804.XYZ	10804.010
10813.XYZ	10813.002
10821.XYZ	10821.002
10821.XYZ	10821.004
10831.XYZ	10831.002
10836.XYZ	10836.002
10836.XYZ	10836.004
10836.XYZ	10836.006
10836.XYZ	10836.008
10836.XYZ	10836.010
10836.XYZ	10836.012
10836.XYZ	10836.014
10836.XYZ	10836.016
10836.XYZ	10836.018
10836.XYZ	10836.020
10836.XYZ	10836.022
10836.XYZ	10836.024
10836.XYZ	10836.026
10836.XYZ	10836.028
10839.XYZ	10839.002
10843.XYZ	10843.002
10844.XYZ	10844.002
10847.XYZ	10847.002
10847.XYZ	10847.004
10847.XYZ	10847.006
10847.XYZ	10847.008
10847.XYZ	10847.010
10850.XYZ	10850.002
10850.XYZ	10850.004
10850.XYZ	10850.006
10850.XYZ	10850.008
10850.XYZ	10850.010
10850.XYZ	10850.012
10850.XYZ	10850.014
10850.XYZ	10850.016
10850.XYZ	10850.018
10853.XYZ	10853.002
10859.XYZ	10859.002
10859.XYZ	10859.004
10859.XYZ	10859.006
10859.XYZ	10859.008
10859.XYZ	10859.010
10859.XYZ	10859.012
10859.XYZ	10859.014
10859.XYZ	10859.016
10859.XYZ	10859.018
10859.XYZ	10859.020
10859.XYZ	10859.022
10859.XYZ	10859.024
10859.XYZ	10859.026
10859.XYZ	10859.028
10859.XYZ	10859.030
10859.XYZ	10859.032
10864.XYZ	10864.002
10864.XYZ	10864.004
10864.XYZ	10864.006
10866.XYZ	10866.002
10871.XYZ	10871.002
10871.XYZ	10871.004
10874.XYZ	10874.002
10876.XYZ	10876.002
10876.XYZ	10876.004
10876.XYZ	10876.006
10876.XYZ	10876.008
10876.XYZ	10876.010
10876.XYZ	10876.012
10876.XYZ	10876.014
10876.XYZ	10876.016
10876.XYZ	10876.018
10876.XYZ	10876.020
10878.XYZ	10878.002
10887.XYZ	10887.002
10893.XYZ	10893.002
10903.XYZ	10903.002
10910.XYZ	10910.002
10910.XYZ	10910.004
10911.XYZ	10911.002
10913.XYZ	10913.002
10914.XYZ	10914.002
10914.XYZ	10914.004
10920.XYZ	10920.002
10920.XYZ	10920.004
10920.XYZ	10920.006
10922.XYZ	10922.002
10922.XYZ	10922.004
10922.XYZ	10922.006
10922.XYZ	10922.008
10922.XYZ	10922.010
10922.XYZ	10922.012
10922.XYZ	10922.014
10922.XYZ	10922.016
10922.XYZ	10922.018
10922.XYZ	10922.020
10922.XYZ	10922.022
10922.XYZ	10922.024
10922.XYZ	10922.026
10922.XYZ	10922.028
10922.XYZ	10922.030
10928.XYZ	10928.002
10931.XYZ	10931.002
10933.XYZ	10933.002
10935.XYZ	10935.002
10936.XYZ	10936.002
10936.XYZ	10936.004
10936.XYZ	10936.006
10936.XYZ	10936.008
10944.XYZ	10944.002
10946.XYZ	10946.002
10949.XYZ	10949.002
10949.XYZ	10949.004
10950.XYZ	10950.002
10950.XYZ	10950.004
10950.XYZ	10950.006
10950.XYZ	10950.008
10950.XYZ	10950.010
10951.XYZ	10951.002
10955.XYZ	10955.002
10957.XYZ	10957.002
10958.XYZ	10958.002
10958.XYZ	10958.004
10958.XYZ	10958.006
10961.XYZ	10961.002
10963.XYZ	10963.002
10967.XYZ	10967.002
10969.XYZ	10969.002
10979.XYZ	10979.002
10982.XYZ	10982.002
10982.XYZ	10982.004
10982.XYZ	10982.006
10984.XYZ	10984.002
10990.XYZ	10990.002
10990.XYZ	10990.004
10990.XYZ	10990.006
10990.XYZ	10990.008
11000.XYZ	11000.002
11000.XYZ	11000.004
11005.XYZ	11005.002
11005.XYZ	11005.004
11027.XYZ	11027.002
11029.XYZ	11029.002
11029.XYZ	11029.004
11034.XYZ	11034.002
11034.XYZ	11034.004
11041.XYZ	11041.002
11041.XYZ	11041.004
11041.XYZ	11041.006
11041.XYZ	11041.008
11041.XYZ	11041.010
11041.XYZ	11041.012
11041.XYZ	11041.014
11044.XYZ	11044.002
11044.XYZ	11044.004
11044.XYZ	11044.006
11045.XYZ	11045.002
11045.XYZ	11045.004
11045.XYZ	11045.006
11047.XYZ	11047.002
11047.XYZ	11047.004
11047.XYZ	11047.006
11047.XYZ	11047.008
11047.XYZ	11047.010
11047.XYZ	11047.012
11047.XYZ	11047.014
11053.XYZ	11053.002
11058.XYZ	11058.002
11058.XYZ	11058.004
11061.XYZ	11061.002
11061.XYZ	11061.004
11065.XYZ	11065.002
11083.XYZ	11083.002
11088.XYZ	11088.002
11090.XYZ	11090.002
11090.XYZ	11090.004
11094.XYZ	11094.002
11094.XYZ	11094.004
11094.XYZ	11094.006
11106.XYZ	11106.002
11106.XYZ	11106.004
11108.XYZ	11108.002
11111.XYZ	11111.002
11119.XYZ	11119.002
11122.XYZ	11122.002
11122.XYZ	11122.004
11122.XYZ	11122.006
11122.XYZ	11122.008
11122.XYZ	11122.010
11122.XYZ	11122.012
11122.XYZ	11122.014
11161.XYZ	11161.002
11161.XYZ	11161.004
11161.XYZ	11161.006
11161.XYZ	11161.008
11161.XYZ	11161.010
11161.XYZ	11161.012
11161.XYZ	11161.014
11162.XYZ	11162.002
11162.XYZ	11162.004
11166.XYZ	11166.002
11166.XYZ	11166.004
11166.XYZ	11166.006
11166.XYZ	11166.008
11166.XYZ	11166.010
11166.XYZ	11166.012
11166.XYZ	11166.014
11166.XYZ	11166.016
11166.XYZ	11166.018
11166.XYZ	11166.020
11166.XYZ	11166.022
11166.XYZ	11166.024
11166.XYZ	11166.026
11166.XYZ	11166.028
11166.XYZ	11166.030
11166.XYZ	11166.032
11166.XYZ	11166.034
11166.XYZ	11166.036
11166.XYZ	11166.038
11166.XYZ	11166.040
11166.XYZ	11166.042
11166.XYZ	11166.044
11166.XYZ	11166.046
11166.XYZ	11166.048
11166.XYZ	11166.050
11166.XYZ	11166.052
11166.XYZ	11166.054
11166.XYZ	11166.056
11166.XYZ	11166.058
11166.XYZ	11166.060
11166.XYZ	11166.062
11166.XYZ	11166.064
11166.XYZ	11166.066
11166.XYZ	11166.068
11166.XYZ	11166.070
11166.XYZ	11166.072
11166.XYZ	11166.074
11166.XYZ	11166.076
11169.XYZ	11169.002
11179.XYZ	11179.002
11184.XYZ	11184.002
11193.XYZ	11193.002
11193.XYZ	11193.004
11193.XYZ	11193.006
11193.XYZ	11193.008
11193.XYZ	11193.010
11193.XYZ	11193.012
11193.XYZ	11193.014
11197.XYZ	11197.002
11197.XYZ	11197.004
11200.XYZ	11200.002
11200.XYZ	11200.004
11200.XYZ	11200.006
11200.XYZ	11200.008
11202.XYZ	11202.002
11202.XYZ	11202.004
11202.XYZ	11202.006
11202.XYZ	11202.008
11202.XYZ	11202.010
11202.XYZ	11202.012
11202.XYZ	11202.014
11202.XYZ	11202.016
11202.XYZ	11202.018
11203.XYZ	11203.002
11203.XYZ	11203.004
11203.XYZ	11203.006
11208.XYZ	11208.002
11216.XYZ	11216.002
11216.XYZ	11216.004
11216.XYZ	11216.006
11216.XYZ	11216.008
11223.XYZ	11223.002
11223.XYZ	11223.004
11226.XYZ	11226.002
11226.XYZ	11226.004
11226.XYZ	11226.006
11226.XYZ	11226.008
11226.XYZ	11226.010
11227.XYZ	11227.002
11233.XYZ	11233.002
11234.XYZ	11234.002
11234.XYZ	11234.004
11234.XYZ	11234.006
11238.XYZ	11238.002
11238.XYZ	11238.004
11238.XYZ	11238.006
11238.XYZ	11238.008
11238.XYZ	11238.010
11238.XYZ	11238.012
11238.XYZ	11238.014
11238.XYZ	11238.016
11238.XYZ	11238.018
11238.XYZ	11238.020
11238.XYZ	11238.022
11247.XYZ	11247.002
11254.XYZ	11254.002
11257.XYZ	11257.002
11257.XYZ	11257.004
11257.XYZ	11257.006
11257.XYZ	11257.008
11257.XYZ	11257.010
11257.XYZ	11257.012
11257.XYZ	11257.014
11257.XYZ	11257.016
11257.XYZ	11257.018
11262.XYZ	11262.002
11264.XYZ	11264.002
11264.XYZ	11264.004
11264.XYZ	11264.006
11264.XYZ	11264.008
11264.XYZ	11264.010
11264.XYZ	11264.012
11264.XYZ	11264.014
11264.XYZ	11264.016
11264.XYZ	11264.018
11264.XYZ	11264.020
11264.XYZ	11264.022
11264.XYZ	11264.024
11264.XYZ	11264.026
11267.XYZ	11267.002
11270.XYZ	11270.002
11274.XYZ	11274.002
11275.XYZ	11275.002
11275.XYZ	11275.004
11275.XYZ	11275.006
11275.XYZ	11275.008
11281.XYZ	11281.002
11281.XYZ	11281.004
11301.XYZ	11301.002
11301.XYZ	11301.004
11301.XYZ	11301.006
11301.XYZ	11301.008
11301.XYZ	11301.010
11301.XYZ	11301.012
11308.XYZ	11308.002
11317.XYZ	11317.002
11324.XYZ	11324.002
11341.XYZ	11341.002
11347.XYZ	11347.002
11351.XYZ	11351.002
11351.XYZ	11351.004
11351.XYZ	11351.006
11351.XYZ	11351.008
11351.XYZ	11351.010
11351.XYZ	11351.012
11351.XYZ	11351.014
11351.XYZ	11351.016
11351.XYZ	11351.018
11351.XYZ	11351.020
11351.XYZ	11351.022
11351.XYZ	11351.024
11351.XYZ	11351.026
11351.XYZ	11351.028
11351.XYZ	11351.030
11351.XYZ	11351.032
11351.XYZ	11351.034
11351.XYZ	11351.036
11351.XYZ	11351.038
11351.XYZ	11351.040
11351.XYZ	11351.042
11351.XYZ	11351.044
11351.XYZ	11351.046
11351.XYZ	11351.048
11351.XYZ	11351.050
11351.XYZ	11351.052
11351.XYZ	11351.054
11351.XYZ	11351.056
11351.XYZ	11351.058
11351.XYZ	11351.060
11351.XYZ	11351.062
11351.XYZ	11351.064
11351.XYZ	11351.066
11351.XYZ	11351.068
11351.XYZ	11351.070
11351.XYZ	11351.072
11351.XYZ	11351.074
11351.XYZ	11351.076
11351.XYZ	11351.078
11351.XYZ	11351.080
11351.XYZ	11351.082
11351.XYZ	11351.084
11351.XYZ	11351.086
11351.XYZ	11351.088
11351.XYZ	11351.090
11351.XYZ	11351.092
11351.XYZ	11351.094
11351.XYZ	11351.096
11351.XYZ	11351.098
11351.XYZ	11351.100
11351.XYZ	11351.102
11351.XYZ	11351.104
11351.XYZ	11351.106
11351.XYZ	11351.108
11351.XYZ	11351.110
11351.XYZ	11351.112
11351.XYZ	11351.114
11351.XYZ	11351.116
11351.XYZ	11351.118
11351.XYZ	11351.120
11351.XYZ	11351.122
11351.XYZ	11351.124
11351.XYZ	11351.126
11355.XYZ	11355.002
11358.XYZ	11358.002
11358.XYZ	11358.004
11363.XYZ	11363.002
11363.XYZ	11363.004
11381.XYZ	11381.002
11386.XYZ	11386.002
11390.XYZ	11390.002
11391.XYZ	11391.002
11391.XYZ	11391.004
11391.XYZ	11391.006
11391.XYZ	11391.008
11391.XYZ	11391.010
11392.XYZ	11392.002
11395.XYZ	11395.002
11406.XYZ	11406.002
11410.XYZ	11410.002
11410.XYZ	11410.004
11410.XYZ	11410.006
11427.XYZ	11427.002
11428.XYZ	11428.002
11431.XYZ	11431.002
11431.XYZ	11431.004
11431.XYZ	11431.006
11431.XYZ	11431.008
11434.XYZ	11434.002
11449.XYZ	11449.002
11451.XYZ	11451.002
11451.XYZ	11451.004
11451.XYZ	11451.006
11451.XYZ	11451.008
11453.XYZ	11453.002
11455.XYZ	11455.002
11455.XYZ	11455.004
11461.XYZ	11461.002
11461.XYZ	11461.004
11461.XYZ	11461.006
11461.XYZ	11461.008
11461.XYZ	11461.010
11461.XYZ	11461.012
11461.XYZ	11461.014
11461.XYZ	11461.016
11461.XYZ	11461.018
11461.XYZ	11461.020
11461.XYZ	11461.022
11462.XYZ	11462.002
11466.XYZ	11466.002
11466.XYZ	11466.004
11474.XYZ	11474.002
11474.XYZ	11474.004
11474.XYZ	11474.006
11474.XYZ	11474.008
11474.XYZ	11474.010
11474.XYZ	11474.012
11474.XYZ	11474.014
11474.XYZ	11474.016
11474.XYZ	11474.018
11474.XYZ	11474.020
11474.XYZ	11474.022
11474.XYZ	11474.024
11487.XYZ	11487.002
11503.XYZ	11503.002
11503.XYZ	11503.004
11505.XYZ	11505.002
11505.XYZ	11505.004
11505.XYZ	11505.006
11505.XYZ	11505.008
11521.XYZ	11521.002
11529.XYZ	11529.002
11535.XYZ	11535.002
11537.XYZ	11537.002
11553.XYZ	11553.002
11553.XYZ	11553.004
11553.XYZ	11553.006
11553.XYZ	11553.008
11553.XYZ	11553.010
11555.XYZ	11555.002
11558.XYZ	11558.002
11564.XYZ	11564.002
11573.XYZ	11573.002
11583.XYZ	11583.002
11594.XYZ	11594.002
11595.XYZ	11595.002
11607.XYZ	11607.002
11610.XYZ	11610.002
11613.XYZ	11613.002
11619.XYZ	11619.002
11627.XYZ	11627.002
11627.XYZ	11627.004
11627.XYZ	11627.006
11654.XYZ	11654.002
11660.XYZ	11660.002
11663.XYZ	11663.002
11667.XYZ	11667.002
11670.XYZ	11670.002
11670.XYZ	11670.004
11670.XYZ	11670.006
11670.XYZ	11670.008
11670.XYZ	11670.010
11670.XYZ	11670.012
11670.XYZ	11670.014
11670.XYZ	11670.016
11670.XYZ	11670.018
11670.XYZ	11670.020
11676.XYZ	11676.002
11678.XYZ	11678.002
11678.XYZ	11678.004
11685.XYZ	11685.002
11685.XYZ	11685.004
11686.XYZ	11686.002
11689.XYZ	11689.002
11705.XYZ	11705.002
11706.XYZ	11706.002
11706.XYZ	11706.004
11707.XYZ	11707.002
11707.XYZ	11707.004
11707.XYZ	11707.006
11707.XYZ	11707.008
11707.XYZ	11707.010
11707.XYZ	11707.012
11707.XYZ	11707.014
11707.XYZ	11707.016
11707.XYZ	11707.018
11707.XYZ	11707.020
11707.XYZ	11707.022
11707.XYZ	11707.024
11707.XYZ	11707.026
11707.XYZ	11707.028
11707.XYZ	11707.030
11707.XYZ	11707.032
11708.XYZ	11708.002
11709.XYZ	11709.002
11709.XYZ	11709.004
11711.XYZ	11711.002
11712.XYZ	11712.002
11726.XYZ	11726.002
11726.XYZ	11726.004
11730.XYZ	11730.002
11739.XYZ	11739.002
11739.XYZ	11739.004
11739.XYZ	11739.006
11739.XYZ	11739.008
11739.XYZ	11739.010
11739.XYZ	11739.012
11741.XYZ	11741.002
11743.XYZ	11743.002
11743.XYZ	11743.004
11743.XYZ	11743.006
11743.XYZ	11743.008
11743.XYZ	11743.010
11743.XYZ	11743.012
11743.XYZ	11743.014
11748.XYZ	11748.002
11750.XYZ	11750.002
11750.XYZ	11750.004
11758.XYZ	11758.002
11758.XYZ	11758.004
11761.XYZ	11761.002
11761.XYZ	11761.004
11761.XYZ	11761.006
11761.XYZ	11761.008
11769.XYZ	11769.002
11769.XYZ	11769.004
11769.XYZ	11769.006
11769.XYZ	11769.008
11769.XYZ	11769.010
11770.XYZ	11770.002
11773.XYZ	11773.002
11776.XYZ	11776.002
11776.XYZ	11776.004
11776.XYZ	11776.006
11776.XYZ	11776.008
11776.XYZ	11776.010
11776.XYZ	11776.012
11776.XYZ	11776.014
11776.XYZ	11776.016
11776.XYZ	11776.018
11776.XYZ	11776.020
11776.XYZ	11776.022
11776.XYZ	11776.024
11776.XYZ	11776.026
11777.XYZ	11777.002
11778.XYZ	11778.002
11778.XYZ	11778.004
11778.XYZ	11778.006
11792.XYZ	11792.002
11802.XYZ	11802.002
11802.XYZ	11802.004
11802.XYZ	11802.006
11805.XYZ	11805.002
11807.XYZ	11807.002
11807.XYZ	11807.004
11807.XYZ	11807.006
11807.XYZ	11807.008
11807.XYZ	11807.010
11807.XYZ	11807.012
11807.XYZ	11807.014
11807.XYZ	11807.016
11810.XYZ	11810.002
11810.XYZ	11810.004
11812.XYZ	11812.002
11812.XYZ	11812.004
11817.XYZ	11817.002
11817.XYZ	11817.004
11817.XYZ	11817.006
11817.XYZ	11817.008
11823.XYZ	11823.002
11823.XYZ	11823.004
11823.XYZ	11823.006
11837.XYZ	11837.002
11837.XYZ	11837.004
11843.XYZ	11843.002
11853.XYZ	11853.002
11853.XYZ	11853.004
11853.XYZ	11853.006
11853.XYZ	11853.008
11853.XYZ	11853.010
11853.XYZ	11853.012
11853.XYZ	11853.014
11853.XYZ	11853.016
11853.XYZ	11853.018
11853.XYZ	11853.020
11853.XYZ	11853.022
11853.XYZ	11853.024
11853.XYZ	11853.026
11853.XYZ	11853.028
11853.XYZ	11853.030
11853.XYZ	11853.032
11853.XYZ	11853.034
11853.XYZ	11853.036
11853.XYZ	11853.038
11853.XYZ	11853.040
11853.XYZ	11853.042
11853.XYZ	11853.044
11859.XYZ	11859.002
11859.XYZ	11859.004
11859.XYZ	11859.006
11860.XYZ	11860.002
11862.XYZ	11862.002
11862.XYZ	11862.004
11862.XYZ	11862.006
11866.XYZ	11866.002
11866.XYZ	11866.004
11867.XYZ	11867.002
11867.XYZ	11867.004
11867.XYZ	11867.006
11867.XYZ	11867.008
11868.XYZ	11868.002
11868.XYZ	11868.004
11868.XYZ	11868.006
11868.XYZ	11868.008
11868.XYZ	11868.010
11868.XYZ	11868.012
11868.XYZ	11868.014
11868.XYZ	11868.016
11868.XYZ	11868.018
11868.XYZ	11868.020
11868.XYZ	11868.022
11868.XYZ	11868.024
11868.XYZ	11868.026
11868.XYZ	11868.028
11868.XYZ	11868.030
11868.XYZ	11868.032
11868.XYZ	11868.034
11868.XYZ	11868.036
11868.XYZ	11868.038
11871.XYZ	11871.002
11871.XYZ	11871.004
11872.XYZ	11872.002
11872.XYZ	11872.004
11877.XYZ	11877.002
11883.XYZ	11883.002
11889.XYZ	11889.002
11889.XYZ	11889.004
11897.XYZ	11897.002
11897.XYZ	11897.004
11897.XYZ	11897.006
11897.XYZ	11897.008
11897.XYZ	11897.010
11897.XYZ	11897.012
11898.XYZ	11898.002
11898.XYZ	11898.004
11898.XYZ	11898.006
11898.XYZ	11898.008
11898.XYZ	11898.010
11903.XYZ	11903.002
11904.XYZ	11904.002
11904.XYZ	11904.004
11912.XYZ	11912.002
11916.XYZ	11916.002
11916.XYZ	11916.004
11916.XYZ	11916.006
11916.XYZ	11916.008
11921.XYZ	11921.002
11921.XYZ	11921.004
11921.XYZ	11921.006
11921.XYZ	11921.008
11921.XYZ	11921.010
11921.XYZ	11921.012
11921.XYZ	11921.014
11922.XYZ	11922.002
11924.XYZ	11924.002
11925.XYZ	11925.002
11930.XYZ	11930.002
11930.XYZ	11930.004
11930.XYZ	11930.006
11930.XYZ	11930.008
11930.XYZ	11930.010
11935.XYZ	11935.002
11935.XYZ	11935.004
11935.XYZ	11935.006
11938.XYZ	11938.002
11938.XYZ	11938.004
11938.XYZ	11938.006
11940.XYZ	11940.002
11940.XYZ	11940.004
11944.XYZ	11944.002
11944.XYZ	11944.004
11950.XYZ	11950.002
11953.XYZ	11953.002
11958.XYZ	11958.002
11958.XYZ	11958.004
11958.XYZ	11958.006
11958.XYZ	11958.008
11958.XYZ	11958.010
11958.XYZ	11958.012
11958.XYZ	11958.014
11958.XYZ	11958.016
11958.XYZ	11958.018
11958.XYZ	11958.020
11958.XYZ	11958.022
11958.XYZ	11958.024
11958.XYZ	11958.026
11958.XYZ	11958.028
11958.XYZ	11958.030
11968.XYZ	11968.002
11972.XYZ	11972.002
11972.XYZ	11972.004
11979.XYZ	11979.002
11979.XYZ	11979.004
11982.XYZ	11982.002
11984.XYZ	11984.002
11984.XYZ	11984.004
11984.XYZ	11984.006
11985.XYZ	11985.002
11985.XYZ	11985.004
11985.XYZ	11985.006
11985.XYZ	11985.008
11986.XYZ	11986.002
11988.XYZ	11988.002
11995.XYZ	11995.002
11997.XYZ	11997.002
11997.XYZ	11997.004
12002.XYZ	12002.002
12002.XYZ	12002.004
12002.XYZ	12002.006
12002.XYZ	12002.008
12002.XYZ	12002.010
12002.XYZ	12002.012
12002.XYZ	12002.014
12002.XYZ	12002.016
12007.XYZ	12007.002
12007.XYZ	12007.004
12007.XYZ	12007.006
12010.XYZ	12010.002
12010.XYZ	12010.004
12010.XYZ	12010.006
12010.XYZ	12010.008
12010.XYZ	12010.010
12010.XYZ	12010.012
12010.XYZ	12010.014
12010.XYZ	12010.016
12010.XYZ	12010.018
12010.XYZ	12010.020
12010.XYZ	12010.022
12010.XYZ	12010.024
12010.XYZ	12010.026
12010.XYZ	12010.028
12010.XYZ	12010.030
12010.XYZ	12010.032
12010.XYZ	12010.034
12010.XYZ	12010.036
12010.XYZ	12010.038
12010.XYZ	12010.040
12010.XYZ	12010.042
12010.XYZ	12010.044
12010.XYZ	12010.046
12014.XYZ	12014.002
12023.XYZ	12023.002
12026.XYZ	12026.002
12026.XYZ	12026.004
12026.XYZ	12026.006
12028.XYZ	12028.002
12030.XYZ	12030.002
12030.XYZ	12030.004
12030.XYZ	12030.006
12030.XYZ	12030.008
12032.XYZ	12032.002
12032.XYZ	12032.004
12032.XYZ	12032.006
12032.XYZ	12032.008
12032.XYZ	12032.010
12032.XYZ	12032.012
12032.XYZ	12032.014
12032.XYZ	12032.016
12032.XYZ	12032.018
12035.XYZ	12035.002
12041.XYZ	12041.002
12041.XYZ	12041.004
12041.XYZ	12041.006
12041.XYZ	12041.008
12041.XYZ	12041.010
12041.XYZ	12041.012
12041.XYZ	12041.014
12041.XYZ	12041.016
12041.XYZ	12041.018
12041.XYZ	12041.020
12041.XYZ	12041.022
12041.XYZ	12041.024
12041.XYZ	12041.026
12041.XYZ	12041.028
12042.XYZ	12042.002
12042.XYZ	12042.004
12042.XYZ	12042.006
12042.XYZ	12042.008
12042.XYZ	12042.010
12042.XYZ	12042.012
12042.XYZ	12042.014
12042.XYZ	12042.016
12042.XYZ	12042.018
12042.XYZ	12042.020
12042.XYZ	12042.022
12042.XYZ	12042.024
12042.XYZ	12042.026
12042.XYZ	12042.028
12042.XYZ	12042.030
12042.XYZ	12042.032
12042.XYZ	12042.034
12042.XYZ	12042.036
12042.XYZ	12042.038
12042.XYZ	12042.040
12042.XYZ	12042.042
12042.XYZ	12042.044
12042.XYZ	12042.046
12042.XYZ	12042.048
12042.XYZ	12042.050
12043.XYZ	12043.002
12043.XYZ	12043.004
12049.XYZ	12049.002
12049.XYZ	12049.004
12049.XYZ	12049.006
12049.XYZ	12049.008
12050.XYZ	12050.002
12059.XYZ	12059.002
12059.XYZ	12059.004
12063.XYZ	12063.002
12063.XYZ	12063.004
12063.XYZ	12063.006
12063.XYZ	12063.008
12063.XYZ	12063.010
12066.XYZ	12066.002
12066.XYZ	12066.004
12068.XYZ	12068.002
12069.XYZ	12069.002
12069.XYZ	12069.004
12069.XYZ	12069.006
12069.XYZ	12069.008
12070.XYZ	12070.002
12073.XYZ	12073.002
12079.XYZ	12079.002
12079.XYZ	12079.004
12084.XYZ	12084.002
12088.XYZ	12088.002
12088.XYZ	12088.004
12088.XYZ	12088.006
12088.XYZ	12088.008
12089.XYZ	12089.002
12093.XYZ	12093.002
12098.XYZ	12098.002
12102.XYZ	12102.002
12107.XYZ	12107.002
12110.XYZ	12110.002
12121.XYZ	12121.002
12140.XYZ	12140.002
12140.XYZ	12140.004
12140.XYZ	12140.006
12140.XYZ	12140.008
12140.XYZ	12140.010
12142.XYZ	12142.002
12142.XYZ	12142.004
12142.XYZ	12142.006
12142.XYZ	12142.008
12142.XYZ	12142.010
12142.XYZ	12142.012
12142.XYZ	12142.014
12142.XYZ	12142.016
12147.XYZ	12147.002
12149.XYZ	12149.002
12149.XYZ	12149.004
12149.XYZ	12149.006
12149.XYZ	12149.008
12158.XYZ	12158.002
12161.XYZ	12161.002
12161.XYZ	12161.004
12173.XYZ	12173.002
12173.XYZ	12173.004
12174.XYZ	12174.002
12174.XYZ	12174.004
12175.XYZ	12175.002
12175.XYZ	12175.004
12175.XYZ	12175.006
12175.XYZ	12175.008
12175.XYZ	12175.010
12180.XYZ	12180.002
12181.XYZ	12181.002
12181.XYZ	12181.004
12181.XYZ	12181.006
12181.XYZ	12181.008
12181.XYZ	12181.010
12181.XYZ	12181.012
12181.XYZ	12181.014
12181.XYZ	12181.016
12181.XYZ	12181.018
12181.XYZ	12181.020
12181.XYZ	12181.022
12181.XYZ	12181.024
12181.XYZ	12181.026
12181.XYZ	12181.028
12181.XYZ	12181.030
12181.XYZ	12181.032
12181.XYZ	12181.034
12181.XYZ	12181.036
12181.XYZ	12181.038
12181.XYZ	12181.040
12181.XYZ	12181.042
12181.XYZ	12181.044
12181.XYZ	12181.046
12181.XYZ	12181.048
12181.XYZ	12181.050
12181.XYZ	12181.052
12182.XYZ	12182.002
12182.XYZ	12182.004
12184.XYZ	12184.002
12184.XYZ	12184.004
12185.XYZ	12185.002
12185.XYZ	12185.004
12185.XYZ	12185.006
12185.XYZ	12185.008
12185.XYZ	12185.010
12185.XYZ	12185.012
12185.XYZ	12185.014
12185.XYZ	12185.016
12185.XYZ	12185.018
12185.XYZ	12185.020
12186.XYZ	12186.002
12194.XYZ	12194.002
12194.XYZ	12194.004
12194.XYZ	12194.006
12199.XYZ	12199.002
12199.XYZ	12199.004
12199.XYZ	12199.006
12199.XYZ	12199.008
12201.XYZ	12201.002
12201.XYZ	12201.004
12201.XYZ	12201.006
12201.XYZ	12201.008
12201.XYZ	12201.010
12201.XYZ	12201.012
12205.XYZ	12205.002
12206.XYZ	12206.002
12222.XYZ	12222.002
12222.XYZ	12222.004
12222.XYZ	12222.006
12222.XYZ	12222.008
12222.XYZ	12222.010
12222.XYZ	12222.012
12222.XYZ	12222.014
12222.XYZ	12222.016
12225.XYZ	12225.002
12225.XYZ	12225.004
12225.XYZ	12225.006
12226.XYZ	12226.002
12227.XYZ	12227.002
12227.XYZ	12227.004
12229.XYZ	12229.002
12233.XYZ	12233.002
12243.XYZ	12243.002
12243.XYZ	12243.004
12243.XYZ	12243.006
12250.XYZ	12250.002
12250.XYZ	12250.004
12265.XYZ	12265.002
12265.XYZ	12265.004
12271.XYZ	12271.002
12276.XYZ	12276.002
12276.XYZ	12276.004
12277.XYZ	12277.002
12277.XYZ	12277.004
12278.XYZ	12278.002
12278.XYZ	12278.004
12278.XYZ	12278.006
12278.XYZ	12278.008
12278.XYZ	12278.010
12278.XYZ	12278.012
12278.XYZ	12278.014
12278.XYZ	12278.016
12278.XYZ	12278.018
12278.XYZ	12278.020
12278.XYZ	12278.022
12278.XYZ	12278.024
12278.XYZ	12278.026
12281.XYZ	12281.002
12283.XYZ	12283.002
12283.XYZ	12283.004
12283.XYZ	12283.006
12283.XYZ	12283.008
12283.XYZ	12283.010
12288.XYZ	12288.002
12288.XYZ	12288.004
12288.XYZ	12288.006
12288.XYZ	12288.008
12296.XYZ	12296.002
12296.XYZ	12296.004
12316.XYZ	12316.002
12316.XYZ	12316.004
12331.XYZ	12331.002
12331.XYZ	12331.004
12331.XYZ	12331.006
12331.XYZ	12331.008
12331.XYZ	12331.010
12331.XYZ	12331.012
12331.XYZ	12331.014
12331.XYZ	12331.016
12331.XYZ	12331.018
12331.XYZ	12331.020
12331.XYZ	12331.022
12331.XYZ	12331.024
12331.XYZ	12331.026
12331.XYZ	12331.028
12332.XYZ	12332.002
12332.XYZ	12332.004
12332.XYZ	12332.006
12341.XYZ	12341.002
12346.XYZ	12346.002
12346.XYZ	12346.004
12346.XYZ	12346.006
12352.XYZ	12352.002
12354.XYZ	12354.002
12354.XYZ	12354.004
12358.XYZ	12358.002
