OrigL	AssignedL
8032.XYZ	8032.052
8032.XYZ	8032.054
8032.XYZ	8032.056
8032.XYZ	8032.058
8032.XYZ	8032.060
8032.XYZ	8032.062
8032.XYZ	8032.064
8032.XYZ	8032.066
8032.XYZ	8032.068
8032.XYZ	8032.070
8032.XYZ	8032.072
8032.XYZ	8032.074
8032.XYZ	8032.076
8032.XYZ	8032.078
8032.XYZ	8032.080
8032.XYZ	8032.082
8032.XYZ	8032.084
8032.XYZ	8032.086
8032.XYZ	8032.088
8032.XYZ	8032.090
8032.XYZ	8032.092
8032.XYZ	8032.094
8032.XYZ	8032.096
8032.XYZ	8032.098
8032.XYZ	8032.100
8032.XYZ	8032.102
8032.XYZ	8032.104
8032.XYZ	8032.106
8032.XYZ	8032.108
8032.XYZ	8032.110
8045.XYZ	8045.002
8045.XYZ	8045.004
8045.XYZ	8045.006
8045.XYZ	8045.008
8045.XYZ	8045.010
8048.XYZ	8048.002
8048.XYZ	8048.004
8048.XYZ	8048.006
8048.XYZ	8048.008
8048.XYZ	8048.010
8048.XYZ	8048.012
8048.XYZ	8048.014
8048.XYZ	8048.016
8048.XYZ	8048.018
8048.XYZ	8048.020
8048.XYZ	8048.022
8049.XYZ	8049.002
8049.XYZ	8049.004
8051.XYZ	8051.002
8051.XYZ	8051.004
8056.XYZ	8056.002
8056.XYZ	8056.004
8056.XYZ	8056.006
8057.XYZ	8057.002
8060.XYZ	8060.002
8060.XYZ	8060.004
8060.XYZ	8060.006
8060.XYZ	8060.008
8060.XYZ	8060.010
8060.XYZ	8060.012
8060.XYZ	8060.014
8061.XYZ	8061.002
8061.XYZ	8061.004
8061.XYZ	8061.006
8061.XYZ	8061.008
8061.XYZ	8061.010
8061.XYZ	8061.012
8061.XYZ	8061.014
8061.XYZ	8061.016
8061.XYZ	8061.018
8061.XYZ	8061.020
8061.XYZ	8061.022
8061.XYZ	8061.024
8061.XYZ	8061.026
8063.XYZ	8063.002
8063.XYZ	8063.004
8063.XYZ	8063.006
8063.XYZ	8063.008
8070.XYZ	8070.002
8073.XYZ	8073.002
8074.XYZ	8074.002
8074.XYZ	8074.004
8074.XYZ	8074.006
8074.XYZ	8074.008
8091.XYZ	8091.002
8094.XYZ	8094.002
8094.XYZ	8094.004
8104.XYZ	8104.002
8104.XYZ	8104.004
8104.XYZ	8104.006
8104.XYZ	8104.008
8108.XYZ	8108.002
8122.XYZ	8122.002
8125.XYZ	8125.002
8131.XYZ	8131.002
8169.XYZ	8169.002
8181.XYZ	8181.002
8189.XYZ	8189.002
8193.XYZ	8193.002
8193.XYZ	8193.004
8219.XYZ	8219.002
8219.XYZ	8219.004
8220.XYZ	8220.002
8243.XYZ	8243.002
8243.XYZ	8243.004
8282.XYZ	8282.002
8348.XYZ	8348.002
8363.XYZ	8363.002
8372.XYZ	8372.002
8374.XYZ	8374.002
8394.XYZ	8394.002
8419.XYZ	8419.002
8439.XYZ	8439.002
8449.XYZ	8449.002
8450.XYZ	8450.002
8457.XYZ	8457.002
8457.XYZ	8457.004
8457.XYZ	8457.006
8457.XYZ	8457.008
8457.XYZ	8457.010
8457.XYZ	8457.012
8457.XYZ	8457.014
8457.XYZ	8457.016
8468.XYZ	8468.002
8493.XYZ	8493.002
8494.XYZ	8494.002
8494.XYZ	8494.004
8494.XYZ	8494.006
8494.XYZ	8494.008
8495.XYZ	8495.002
8496.XYZ	8496.002
8501.XYZ	8501.002
8508.XYZ	8508.002
8516.XYZ	8516.002
8516.XYZ	8516.004
8516.XYZ	8516.006
8522.XYZ	8522.002
8525.XYZ	8525.002
8526.XYZ	8526.002
8532.XYZ	8532.002
8532.XYZ	8532.004
8532.XYZ	8532.006
8532.XYZ	8532.008
8532.XYZ	8532.010
8541.XYZ	8541.002
8541.XYZ	8541.004
8546.XYZ	8546.002
8553.XYZ	8553.002
8554.XYZ	8554.002
8554.XYZ	8554.004
8554.XYZ	8554.006
8554.XYZ	8554.008
8554.XYZ	8554.010
8554.XYZ	8554.012
8555.XYZ	8555.002
8563.XYZ	8563.002
8580.XYZ	8580.002
8584.XYZ	8584.002
8585.XYZ	8585.002
8585.XYZ	8585.004
8585.XYZ	8585.006
8585.XYZ	8585.008
8590.XYZ	8590.002
8590.XYZ	8590.004
8590.XYZ	8590.006
8590.XYZ	8590.008
8590.XYZ	8590.010
8590.XYZ	8590.012
8590.XYZ	8590.014
8603.XYZ	8603.002
8603.XYZ	8603.004
8607.XYZ	8607.002
8607.XYZ	8607.004
8610.XYZ	8610.002
8610.XYZ	8610.004
8610.XYZ	8610.006
8610.XYZ	8610.008
8610.XYZ	8610.010
8610.XYZ	8610.012
8610.XYZ	8610.014
8610.XYZ	8610.016
8610.XYZ	8610.018
8610.XYZ	8610.020
8610.XYZ	8610.022
8610.XYZ	8610.024
8610.XYZ	8610.026
8612.XYZ	8612.002
8614.XYZ	8614.002
8614.XYZ	8614.004
8616.XYZ	8616.002
8616.XYZ	8616.004
8616.XYZ	8616.006
8616.XYZ	8616.008
8616.XYZ	8616.010
8616.XYZ	8616.012
8620.XYZ	8620.002
8620.XYZ	8620.004
8620.XYZ	8620.006
8620.XYZ	8620.008
8620.XYZ	8620.010
8620.XYZ	8620.012
8620.XYZ	8620.014
8620.XYZ	8620.016
8620.XYZ	8620.018
8620.XYZ	8620.020
8620.XYZ	8620.022
8620.XYZ	8620.024
8620.XYZ	8620.026
8626.XYZ	8626.002
8631.XYZ	8631.002
8631.XYZ	8631.004
8631.XYZ	8631.006
8631.XYZ	8631.008
8631.XYZ	8631.010
8631.XYZ	8631.012
8631.XYZ	8631.014
8631.XYZ	8631.016
8631.XYZ	8631.018
8631.XYZ	8631.020
8631.XYZ	8631.022
8631.XYZ	8631.024
8631.XYZ	8631.026
8639.XYZ	8639.002
8642.XYZ	8642.002
8644.XYZ	8644.002
8648.XYZ	8648.002
8648.XYZ	8648.004
8653.XYZ	8653.002
8653.XYZ	8653.004
8653.XYZ	8653.006
8653.XYZ	8653.008
8653.XYZ	8653.010
8671.XYZ	8671.002
8671.XYZ	8671.004
8671.XYZ	8671.006
8671.XYZ	8671.008
8673.XYZ	8673.002
8746.XYZ	8746.002
8754.XYZ	8754.002
8755.XYZ	8755.002
8757.XYZ	8757.002
8757.XYZ	8757.004
8757.XYZ	8757.006
8757.XYZ	8757.008
8757.XYZ	8757.010
8757.XYZ	8757.012
8757.XYZ	8757.014
8757.XYZ	8757.016
8757.XYZ	8757.018
8757.XYZ	8757.020
8757.XYZ	8757.022
8757.XYZ	8757.024
8757.XYZ	8757.026
8757.XYZ	8757.028
8757.XYZ	8757.030
8757.XYZ	8757.032
8757.XYZ	8757.034
8757.XYZ	8757.036
8757.XYZ	8757.038
8757.XYZ	8757.040
8757.XYZ	8757.042
8757.XYZ	8757.044
8758.XYZ	8758.002
8758.XYZ	8758.004
8758.XYZ	8758.006
8762.XYZ	8762.002
8766.XYZ	8766.002
8769.XYZ	8769.002
8769.XYZ	8769.004
8769.XYZ	8769.006
8769.XYZ	8769.008
8769.XYZ	8769.010
8769.XYZ	8769.012
8769.XYZ	8769.014
8780.XYZ	8780.002
8785.XYZ	8785.002
8785.XYZ	8785.004
8786.XYZ	8786.002
8800.XYZ	8800.002
8801.XYZ	8801.002
8801.XYZ	8801.004
8812.XYZ	8812.002
8812.XYZ	8812.004
8812.XYZ	8812.006
8813.XYZ	8813.002
8819.XYZ	8819.002
8822.XYZ	8822.002
8822.XYZ	8822.004
8824.XYZ	8824.002
8824.XYZ	8824.004
8824.XYZ	8824.006
8835.XYZ	8835.002
8855.XYZ	8855.002
8863.XYZ	8863.002
8864.XYZ	8864.002
8870.XYZ	8870.002
8875.XYZ	8875.002
8875.XYZ	8875.004
8875.XYZ	8875.006
8875.XYZ	8875.008
8881.XYZ	8881.002
8882.XYZ	8882.002
8883.XYZ	8883.002
8886.XYZ	8886.002
8886.XYZ	8886.004
8887.XYZ	8887.002
8905.XYZ	8905.002
8905.XYZ	8905.004
8905.XYZ	8905.006
8907.XYZ	8907.002
8913.XYZ	8913.002
8913.XYZ	8913.004
8913.XYZ	8913.006
8913.XYZ	8913.008
8919.XYZ	8919.002
8919.XYZ	8919.004
8919.XYZ	8919.006
8919.XYZ	8919.008
8919.XYZ	8919.010
8919.XYZ	8919.012
8919.XYZ	8919.014
8920.XYZ	8920.002
8928.XYZ	8928.002
8929.XYZ	8929.002
8940.XYZ	8940.002
8940.XYZ	8940.004
8940.XYZ	8940.006
8940.XYZ	8940.008
8940.XYZ	8940.010
8940.XYZ	8940.012
8940.XYZ	8940.014
8940.XYZ	8940.016
8940.XYZ	8940.018
8940.XYZ	8940.020
8940.XYZ	8940.022
8940.XYZ	8940.024
8940.XYZ	8940.026
8940.XYZ	8940.028
8940.XYZ	8940.030
8940.XYZ	8940.032
8940.XYZ	8940.034
8940.XYZ	8940.036
8941.XYZ	8941.002
8941.XYZ	8941.004
8941.XYZ	8941.006
8941.XYZ	8941.008
8941.XYZ	8941.010
8945.XYZ	8945.002
8951.XYZ	8951.002
8961.XYZ	8961.002
8963.XYZ	8963.002
8963.XYZ	8963.004
8963.XYZ	8963.006
8963.XYZ	8963.008
8963.XYZ	8963.010
8963.XYZ	8963.012
8963.XYZ	8963.014
8963.XYZ	8963.016
8963.XYZ	8963.018
8963.XYZ	8963.020
8963.XYZ	8963.022
8963.XYZ	8963.024
8963.XYZ	8963.026
8963.XYZ	8963.028
8963.XYZ	8963.030
8963.XYZ	8963.032
8963.XYZ	8963.034
8963.XYZ	8963.036
8963.XYZ	8963.038
8963.XYZ	8963.040
8963.XYZ	8963.042
8963.XYZ	8963.044
8968.XYZ	8968.002
8975.XYZ	8975.002
8980.XYZ	8980.002
8996.XYZ	8996.002
8996.XYZ	8996.004
8996.XYZ	8996.006
8996.XYZ	8996.008
8996.XYZ	8996.010
8996.XYZ	8996.012
8996.XYZ	8996.014
8996.XYZ	8996.016
8996.XYZ	8996.018
8996.XYZ	8996.020
8996.XYZ	8996.022
8996.XYZ	8996.024
8996.XYZ	8996.026
8996.XYZ	8996.028
8996.XYZ	8996.030
8996.XYZ	8996.032
8996.XYZ	8996.034
9007.XYZ	9007.002
9007.XYZ	9007.004
9007.XYZ	9007.006
9018.XYZ	9018.002
9029.XYZ	9029.002
9029.XYZ	9029.004
9029.XYZ	9029.006
9031.XYZ	9031.002
9036.XYZ	9036.002
9042.XYZ	9042.002
9042.XYZ	9042.004
9043.XYZ	9043.002
9043.XYZ	9043.004
9043.XYZ	9043.006
9043.XYZ	9043.008
9043.XYZ	9043.010
9043.XYZ	9043.012
9043.XYZ	9043.014
9043.XYZ	9043.016
9043.XYZ	9043.018
9043.XYZ	9043.020
9043.XYZ	9043.022
9043.XYZ	9043.024
9043.XYZ	9043.026
9043.XYZ	9043.028
9043.XYZ	9043.030
9060.XYZ	9060.002
9060.XYZ	9060.004
9061.XYZ	9061.002
9062.XYZ	9062.002
9064.XYZ	9064.002
9066.XYZ	9066.002
9066.XYZ	9066.004
9066.XYZ	9066.006
9084.XYZ	9084.002
9084.XYZ	9084.004
9084.XYZ	9084.006
9084.XYZ	9084.008
9084.XYZ	9084.010
9084.XYZ	9084.012
9084.XYZ	9084.014
9084.XYZ	9084.016
9084.XYZ	9084.018
9084.XYZ	9084.020
9085.XYZ	9085.002
9086.XYZ	9086.002
9100.XYZ	9100.002
9100.XYZ	9100.004
9100.XYZ	9100.006
9100.XYZ	9100.008
9100.XYZ	9100.010
9100.XYZ	9100.012
9100.XYZ	9100.014
9100.XYZ	9100.016
9100.XYZ	9100.018
9100.XYZ	9100.020
9100.XYZ	9100.022
9100.XYZ	9100.024
9100.XYZ	9100.026
9100.XYZ	9100.028
9100.XYZ	9100.030
9100.XYZ	9100.032
9100.XYZ	9100.034
9100.XYZ	9100.036
9101.XYZ	9101.002
9101.XYZ	9101.004
9101.XYZ	9101.006
9101.XYZ	9101.008
9101.XYZ	9101.010
9115.XYZ	9115.002
9137.XYZ	9137.002
9166.XYZ	9166.002
9166.XYZ	9166.004
9166.XYZ	9166.006
9166.XYZ	9166.008
9166.XYZ	9166.010
9172.XYZ	9172.002
9172.XYZ	9172.004
9172.XYZ	9172.006
9184.XYZ	9184.002
9186.XYZ	9186.002
9187.XYZ	9187.002
9187.XYZ	9187.004
9195.XYZ	9195.002
9233.XYZ	9233.002
9234.XYZ	9234.002
9249.XYZ	9249.002
9250.XYZ	9250.002
9257.XYZ	9257.002
9262.XYZ	9262.002
9262.XYZ	9262.004
9300.XYZ	9300.002
9300.XYZ	9300.004
9300.XYZ	9300.006
9316.XYZ	9316.002
9316.XYZ	9316.004
9316.XYZ	9316.006
9316.XYZ	9316.008
9316.XYZ	9316.010
9332.XYZ	9332.002
9350.XYZ	9350.002
9353.XYZ	9353.002
9358.XYZ	9358.002
9362.XYZ	9362.002
9363.XYZ	9363.002
9371.XYZ	9371.002
9387.XYZ	9387.002
9397.XYZ	9397.002
9415.XYZ	9415.002
9415.XYZ	9415.004
9424.XYZ	9424.002
9424.XYZ	9424.004
9424.XYZ	9424.006
9426.XYZ	9426.002
9432.XYZ	9432.002
9432.XYZ	9432.004
9432.XYZ	9432.006
9432.XYZ	9432.008
9435.XYZ	9435.002
9436.XYZ	9436.002
9440.XYZ	9440.002
9460.XYZ	9460.002
9462.XYZ	9462.002
9467.XYZ	9467.002
9480.XYZ	9480.002
9484.XYZ	9484.002
9484.XYZ	9484.004
9498.XYZ	9498.002
9498.XYZ	9498.004
9513.XYZ	9513.002
9513.XYZ	9513.004
9515.XYZ	9515.002
9542.XYZ	9542.002
9542.XYZ	9542.004
9543.XYZ	9543.002
9557.XYZ	9557.002
9568.XYZ	9568.002
9579.XYZ	9579.002
9586.XYZ	9586.002
9586.XYZ	9586.004
9593.XYZ	9593.002
9593.XYZ	9593.004
9593.XYZ	9593.006
9601.XYZ	9601.002
9616.XYZ	9616.002
9636.XYZ	9636.002
9636.XYZ	9636.004
9636.XYZ	9636.006
9654.XYZ	9654.002
9661.XYZ	9661.002
9663.XYZ	9663.002
9673.XYZ	9673.002
9684.XYZ	9684.002
9708.XYZ	9708.002
9723.XYZ	9723.002
9724.XYZ	9724.002
9730.XYZ	9730.002
9742.XYZ	9742.002
9746.XYZ	9746.002
9746.XYZ	9746.004
9746.XYZ	9746.006
9746.XYZ	9746.008
9746.XYZ	9746.010
9746.XYZ	9746.012
9748.XYZ	9748.002
9759.XYZ	9759.002
9759.XYZ	9759.004
9761.XYZ	9761.002
9765.XYZ	9765.002
9765.XYZ	9765.004
9765.XYZ	9765.006
9771.XYZ	9771.002
9771.XYZ	9771.004
9771.XYZ	9771.006
9771.XYZ	9771.008
9774.XYZ	9774.002
9774.XYZ	9774.004
9774.XYZ	9774.006
9774.XYZ	9774.008
9774.XYZ	9774.010
9774.XYZ	9774.012
9776.XYZ	9776.002
9776.XYZ	9776.004
9779.XYZ	9779.002
9779.XYZ	9779.004
9779.XYZ	9779.006
9779.XYZ	9779.008
9781.XYZ	9781.002
9784.XYZ	9784.002
9784.XYZ	9784.004
9791.XYZ	9791.002
9792.XYZ	9792.002
9792.XYZ	9792.004
9795.XYZ	9795.002
9800.XYZ	9800.002
9802.XYZ	9802.002
9814.XYZ	9814.002
9814.XYZ	9814.004
9824.XYZ	9824.002
9824.XYZ	9824.004
9824.XYZ	9824.006
9827.XYZ	9827.002
9827.XYZ	9827.004
9833.XYZ	9833.002
9834.XYZ	9834.002
9835.XYZ	9835.002
9841.XYZ	9841.002
9843.XYZ	9843.002
9847.XYZ	9847.002
9851.XYZ	9851.002
9861.XYZ	9861.002
9863.XYZ	9863.002
9868.XYZ	9868.002
9878.XYZ	9878.002
9878.XYZ	9878.004
9880.XYZ	9880.002
9885.XYZ	9885.002
9887.XYZ	9887.002
9904.XYZ	9904.002
9905.XYZ	9905.002
9909.XYZ	9909.002
9909.XYZ	9909.004
9911.XYZ	9911.002
9911.XYZ	9911.004
9911.XYZ	9911.006
9911.XYZ	9911.008
9921.XYZ	9921.002
9921.XYZ	9921.004
9921.XYZ	9921.006
9921.XYZ	9921.008
9923.XYZ	9923.002
9924.XYZ	9924.002
9929.XYZ	9929.002
9939.XYZ	9939.002
9939.XYZ	9939.004
9939.XYZ	9939.006
9939.XYZ	9939.008
9940.XYZ	9940.002
9956.XYZ	9956.002
9956.XYZ	9956.004
9966.XYZ	9966.002
9972.XYZ	9972.002
9994.XYZ	9994.002
9994.XYZ	9994.004
9994.XYZ	9994.006
9994.XYZ	9994.008
9994.XYZ	9994.010
9994.XYZ	9994.012
9994.XYZ	9994.014
10000.XYZ	10000.002
10003.XYZ	10003.002
10021.XYZ	10021.002
10024.XYZ	10024.002
10024.XYZ	10024.004
10024.XYZ	10024.006
10032.XYZ	10032.002
10035.XYZ	10035.002
10035.XYZ	10035.004
10035.XYZ	10035.006
10035.XYZ	10035.008
10046.XYZ	10046.002
10046.XYZ	10046.004
10051.XYZ	10051.002
10062.XYZ	10062.002
10063.XYZ	10063.002
10077.XYZ	10077.002
10077.XYZ	10077.004
10077.XYZ	10077.006
10077.XYZ	10077.008
10077.XYZ	10077.010
10077.XYZ	10077.012
10077.XYZ	10077.014
10077.XYZ	10077.016
10077.XYZ	10077.018
10077.XYZ	10077.020
10077.XYZ	10077.022
10077.XYZ	10077.024
10077.XYZ	10077.026
10077.XYZ	10077.028
10077.XYZ	10077.030
10077.XYZ	10077.032
10077.XYZ	10077.034
10077.XYZ	10077.036
10077.XYZ	10077.038
10086.XYZ	10086.002
10087.XYZ	10087.002
10094.XYZ	10094.002
10097.XYZ	10097.002
10103.XYZ	10103.002
10103.XYZ	10103.004
10110.XYZ	10110.002
10133.XYZ	10133.002
10133.XYZ	10133.004
10138.XYZ	10138.002
10143.XYZ	10143.002
10143.XYZ	10143.004
10157.XYZ	10157.002
10162.XYZ	10162.002
10162.XYZ	10162.004
10162.XYZ	10162.006
10162.XYZ	10162.008
10162.XYZ	10162.010
10162.XYZ	10162.012
10162.XYZ	10162.014
10162.XYZ	10162.016
10162.XYZ	10162.018
10162.XYZ	10162.020
10162.XYZ	10162.022
10162.XYZ	10162.024
10162.XYZ	10162.026
10162.XYZ	10162.028
10162.XYZ	10162.030
10162.XYZ	10162.032
10162.XYZ	10162.034
10162.XYZ	10162.036
10163.XYZ	10163.002
10163.XYZ	10163.004
10188.XYZ	10188.002
10204.XYZ	10204.002
10219.XYZ	10219.002
10220.XYZ	10220.002
10220.XYZ	10220.004
10220.XYZ	10220.006
10220.XYZ	10220.008
10220.XYZ	10220.010
10220.XYZ	10220.012
10220.XYZ	10220.014
10220.XYZ	10220.016
10220.XYZ	10220.018
10220.XYZ	10220.020
10220.XYZ	10220.022
10220.XYZ	10220.024
10220.XYZ	10220.026
10220.XYZ	10220.028
10220.XYZ	10220.030
10220.XYZ	10220.032
10220.XYZ	10220.034
10221.XYZ	10221.002
10221.XYZ	10221.004
10222.XYZ	10222.002
10222.XYZ	10222.004
10222.XYZ	10222.006
10222.XYZ	10222.008
10222.XYZ	10222.010
10222.XYZ	10222.012
10225.XYZ	10225.002
10225.XYZ	10225.004
10225.XYZ	10225.006
10225.XYZ	10225.008
10225.XYZ	10225.010
10226.XYZ	10226.002
10228.XYZ	10228.002
10237.XYZ	10237.002
10239.XYZ	10239.002
10243.XYZ	10243.002
10243.XYZ	10243.004
10243.XYZ	10243.006
10243.XYZ	10243.008
10243.XYZ	10243.010
10243.XYZ	10243.012
10243.XYZ	10243.014
10243.XYZ	10243.016
10243.XYZ	10243.018
10243.XYZ	10243.020
10243.XYZ	10243.022
10243.XYZ	10243.024
10243.XYZ	10243.026
10243.XYZ	10243.028
10252.XYZ	10252.002
10252.XYZ	10252.004
10252.XYZ	10252.006
10252.XYZ	10252.008
10263.XYZ	10263.002
10263.XYZ	10263.004
10263.XYZ	10263.006
10282.XYZ	10282.002
10282.XYZ	10282.004
10282.XYZ	10282.006
10282.XYZ	10282.008
10282.XYZ	10282.010
10286.XYZ	10286.002
10286.XYZ	10286.004
10287.XYZ	10287.002
10290.XYZ	10290.002
10292.XYZ	10292.002
10295.XYZ	10295.002
10295.XYZ	10295.004
10301.XYZ	10301.002
10301.XYZ	10301.004
10301.XYZ	10301.006
10301.XYZ	10301.008
10301.XYZ	10301.010
10301.XYZ	10301.012
10310.XYZ	10310.002
10310.XYZ	10310.004
10310.XYZ	10310.006
10310.XYZ	10310.008
10310.XYZ	10310.010
10311.XYZ	10311.002
10320.XYZ	10320.002
10328.XYZ	10328.002
10328.XYZ	10328.004
10328.XYZ	10328.006
10328.XYZ	10328.008
10328.XYZ	10328.010
10328.XYZ	10328.012
10328.XYZ	10328.014
10328.XYZ	10328.016
10328.XYZ	10328.018
10328.XYZ	10328.020
10328.XYZ	10328.022
10328.XYZ	10328.024
10328.XYZ	10328.026
10328.XYZ	10328.028
10328.XYZ	10328.030
10328.XYZ	10328.032
10328.XYZ	10328.034
10332.XYZ	10332.002
10333.XYZ	10333.002
10333.XYZ	10333.004
10351.XYZ	10351.002
10351.XYZ	10351.004
10351.XYZ	10351.006
10351.XYZ	10351.008
10363.XYZ	10363.002
10367.XYZ	10367.002
10367.XYZ	10367.004
10367.XYZ	10367.006
10367.XYZ	10367.008
10377.XYZ	10377.002
10377.XYZ	10377.004
10379.XYZ	10379.002
10384.XYZ	10384.002
10384.XYZ	10384.004
10386.XYZ	10386.002
10386.XYZ	10386.004
10389.XYZ	10389.002
10389.XYZ	10389.004
10390.XYZ	10390.002
10390.XYZ	10390.004
10392.XYZ	10392.002
10394.XYZ	10394.002
10394.XYZ	10394.004
10400.XYZ	10400.002
10404.XYZ	10404.002
10404.XYZ	10404.004
10404.XYZ	10404.006
10404.XYZ	10404.008
10404.XYZ	10404.010
10404.XYZ	10404.012
10404.XYZ	10404.014
10404.XYZ	10404.016
10404.XYZ	10404.018
10404.XYZ	10404.020
10404.XYZ	10404.022
10404.XYZ	10404.024
10404.XYZ	10404.026
10404.XYZ	10404.028
10404.XYZ	10404.030
10405.XYZ	10405.002
10407.XYZ	10407.002
10409.XYZ	10409.002
10409.XYZ	10409.004
10414.XYZ	10414.002
10414.XYZ	10414.004
10414.XYZ	10414.006
10414.XYZ	10414.008
10414.XYZ	10414.010
10414.XYZ	10414.012
10415.XYZ	10415.002
10423.XYZ	10423.002
10427.XYZ	10427.002
10427.XYZ	10427.004
10427.XYZ	10427.006
10427.XYZ	10427.008
10427.XYZ	10427.010
10427.XYZ	10427.012
10427.XYZ	10427.014
10427.XYZ	10427.016
10431.XYZ	10431.002
10431.XYZ	10431.004
10431.XYZ	10431.006
10431.XYZ	10431.008
10431.XYZ	10431.010
10431.XYZ	10431.012
10431.XYZ	10431.014
10431.XYZ	10431.016
10435.XYZ	10435.002
10435.XYZ	10435.004
10435.XYZ	10435.006
10435.XYZ	10435.008
10435.XYZ	10435.010
10450.XYZ	10450.002
10450.XYZ	10450.004
10450.XYZ	10450.006
10450.XYZ	10450.008
10450.XYZ	10450.010
10450.XYZ	10450.012
10459.XYZ	10459.002
10466.XYZ	10466.002
10466.XYZ	10466.004
10466.XYZ	10466.006
10466.XYZ	10466.008
10466.XYZ	10466.010
10466.XYZ	10466.012
10466.XYZ	10466.014
10468.XYZ	10468.002
10468.XYZ	10468.004
10468.XYZ	10468.006
10469.XYZ	10469.002
10469.XYZ	10469.004
10476.XYZ	10476.002
10491.XYZ	10491.002
10491.XYZ	10491.004
10493.XYZ	10493.002
10493.XYZ	10493.004
10493.XYZ	10493.006
10493.XYZ	10493.008
10493.XYZ	10493.010
10493.XYZ	10493.012
10493.XYZ	10493.014
10493.XYZ	10493.016
10493.XYZ	10493.018
10493.XYZ	10493.020
10493.XYZ	10493.022
10493.XYZ	10493.024
10493.XYZ	10493.026
10493.XYZ	10493.028
10493.XYZ	10493.030
10493.XYZ	10493.032
10493.XYZ	10493.034
10496.XYZ	10496.002
10496.XYZ	10496.004
10496.XYZ	10496.006
10496.XYZ	10496.008
10499.XYZ	10499.002
10499.XYZ	10499.004
10499.XYZ	10499.006
10499.XYZ	10499.008
10505.XYZ	10505.002
10509.XYZ	10509.002
10509.XYZ	10509.004
10509.XYZ	10509.006
10509.XYZ	10509.008
10519.XYZ	10519.002
10519.XYZ	10519.004
10519.XYZ	10519.006
10524.XYZ	10524.002
10524.XYZ	10524.004
10524.XYZ	10524.006
10536.XYZ	10536.002
10536.XYZ	10536.004
10542.XYZ	10542.002
10542.XYZ	10542.004
10542.XYZ	10542.006
10542.XYZ	10542.008
10542.XYZ	10542.010
10542.XYZ	10542.012
10542.XYZ	10542.014
10542.XYZ	10542.016
10542.XYZ	10542.018
10542.XYZ	10542.020
10542.XYZ	10542.022
10542.XYZ	10542.024
10542.XYZ	10542.026
10542.XYZ	10542.028
10542.XYZ	10542.030
10542.XYZ	10542.032
10542.XYZ	10542.034
10542.XYZ	10542.036
10542.XYZ	10542.038
10542.XYZ	10542.040
10542.XYZ	10542.042
10542.XYZ	10542.044
10542.XYZ	10542.046
10546.XYZ	10546.002
10546.XYZ	10546.004
10548.XYZ	10548.002
10548.XYZ	10548.004
10548.XYZ	10548.006
10550.XYZ	10550.002
10552.XYZ	10552.002
10552.XYZ	10552.004
10553.XYZ	10553.002
10553.XYZ	10553.004
10553.XYZ	10553.006
10555.XYZ	10555.002
10555.XYZ	10555.004
10556.XYZ	10556.002
10556.XYZ	10556.004
10569.XYZ	10569.002
10569.XYZ	10569.004
10571.XYZ	10571.002
10572.XYZ	10572.002
10572.XYZ	10572.004
10575.XYZ	10575.002
10577.XYZ	10577.002
10578.XYZ	10578.002
10592.XYZ	10592.002
10592.XYZ	10592.004
10592.XYZ	10592.006
10592.XYZ	10592.008
10593.XYZ	10593.002
10594.XYZ	10594.002
10595.XYZ	10595.002
10597.XYZ	10597.002
10597.XYZ	10597.004
10603.XYZ	10603.002
10605.XYZ	10605.002
10608.XYZ	10608.002
10609.XYZ	10609.002
10611.XYZ	10611.002
10611.XYZ	10611.004
10611.XYZ	10611.006
10624.XYZ	10624.002
10630.XYZ	10630.002
10630.XYZ	10630.004
10630.XYZ	10630.006
10630.XYZ	10630.008
10630.XYZ	10630.010
10630.XYZ	10630.012
10630.XYZ	10630.014
10630.XYZ	10630.016
10631.XYZ	10631.002
10631.XYZ	10631.004
10631.XYZ	10631.006
10637.XYZ	10637.002
10637.XYZ	10637.004
10643.XYZ	10643.002
10646.XYZ	10646.002
10646.XYZ	10646.004
10646.XYZ	10646.006
10646.XYZ	10646.008
10646.XYZ	10646.010
10646.XYZ	10646.012
10646.XYZ	10646.014
10646.XYZ	10646.016
10646.XYZ	10646.018
10646.XYZ	10646.020
10646.XYZ	10646.022
10646.XYZ	10646.024
10646.XYZ	10646.026
10646.XYZ	10646.028
10646.XYZ	10646.030
10647.XYZ	10647.002
10647.XYZ	10647.004
10651.XYZ	10651.002
10651.XYZ	10651.004
10660.XYZ	10660.002
10664.XYZ	10664.002
10664.XYZ	10664.004
10664.XYZ	10664.006
10664.XYZ	10664.008
10664.XYZ	10664.010
10677.XYZ	10677.002
10678.XYZ	10678.002
10678.XYZ	10678.004
10678.XYZ	10678.006
10679.XYZ	10679.002
10679.XYZ	10679.004
10679.XYZ	10679.006
10679.XYZ	10679.008
10683.XYZ	10683.002
10685.XYZ	10685.002
10690.XYZ	10690.002
10690.XYZ	10690.004
10690.XYZ	10690.006
10690.XYZ	10690.008
10690.XYZ	10690.010
10690.XYZ	10690.012
10691.XYZ	10691.002
10693.XYZ	10693.002
10694.XYZ	10694.002
10694.XYZ	10694.004
10710.XYZ	10710.002
10710.XYZ	10710.004
10710.XYZ	10710.006
10715.XYZ	10715.002
10717.XYZ	10717.002
10717.XYZ	10717.004
10717.XYZ	10717.006
10717.XYZ	10717.008
10717.XYZ	10717.010
10717.XYZ	10717.012
