Lnum	basehw	compound	resolution
1531	Ananda	Parama-	paramAnanda
1560	Ap	An-āpta	anApta
1562	ApagA	Sura-	surApagA
1564	ApaRa	Antar-	antarApaRa
1566	Apatti	Artha-	arTApatti
1568	Apad	An-	anApad
1568	Apad	Nis-	nirApad
1573	ApIqa	Gala-	galApIqa
1573	ApIqa	Bhuja-	BujApIqa
1578	Apti	An-	anApti
1583	AbADa	An-	anAbADa
1583	AbADa	Dus-	durAbADa
1583	AbADa	Nis-	nirAbADa
1584	Abdika	Ṣaṣ-triṃśat-	zaztriMSatAbdika
1585	ABaraRa	Tapta-	taptABaraRa
1586	ABA	Vajra-	vajrABA
1589	ABAsa	Rasa-	rasABAsa
1589	ABAsa	Hetu-	hetvABAsa
1596	ABoga	Stana-	stanABoga
1597	AByantara	Gaṇa-	gaRAByantara
1599	AByudayika	An-	anAByudayika
1603	Amaya	An-	anAmaya
1603	Amaya	Nis-	nirAmaya
1603	Amaya	Sa-	sAmaya
1612	Amiza	Khaḍga-	KaqgAmiza
1612	Amiza	Nis-	nirAmiza
1618	Amoda	Sa-	sAmoda
1620	AmnAya	Dus-	durAmnAya
1622	Amra	Rājāmra	rAjAmra
1625	Ayatana	Deva-	devAyatana
1633	AyAsa	An-	anAyAsa
1637	AyuDa	Indra-	indrAyuDa
1637	AyuDa	Sa-indra-	sendrAyuDa
1637	AyuDa	Ud-	udAyuDa
1637	AyuDa	Kusuma-	kusumAyuDa
1637	AyuDa	Cakra-	cakrAyuDa
1637	AyuDa	Tridaśa-	tridaSAyuDa
1637	AyuDa	Nis-	nirAyuDa
1637	AyuDa	Sa-	sAyuDa
1637	AyuDa	Hala-	halAyuDa
1644	Ayuzya	An-	anAyuzya
1645	Ayus	Alpa-	alpAyus
1645	Ayus	Kṣīṇa-	kzIRAyus
1645	Ayus	Gata-	gatAyus
1645	Ayus	Dīrgha-	dIrGAyus
1645	Ayus	Pari-mita-	parimitAyus
1645	Ayus	Śata-	SatAyus
1657	AramBa	Citra-	citrAramBa
1657	AramBa	Citrārpita-	citrArpitAramBa
1657	AramBa	Nis-	nirAramBa
1667	ArAma	Antar-	antarArAma
1674	Arogya	An-	anArogya
1674	Arogya	Saha-	sahArogya
1678	AropaRa	Vṛkṣa-	vfkzAropaRa
1679	Aroha	Aśva-	aSvAroha
1679	Aroha	Gaja-	gajAroha
1679	Aroha	Dus-	durAroha
1679	Aroha	Vara-	varAroha
1679	Aroha	Sa-	sAroha
1679	Aroha	Syandana-	syandanAroha
1681	ArohaRa	Durga-	durgArohaRa
1681	ArohaRa	Pavitra-	pavitrArohaRa
1681	ArohaRa	Sukha-	suKArohaRa
1684	Arjava	An-	anArjava
1686	Artava	An-	anArtava
1687	Artta	Bhaya-	BayArtta
1689	Artti	Kṛtrima-	kftrimArtti
1690	Ardra	Sa-	sArdra
1693	Arya	An-	anArya
1695	AryatA	An-	anAryatA
1700	Alamba	An-	anAlamba
1700	Alamba	Dus-	durAlamba
1700	Alamba	Nis-	nirAlamba
1700	Alamba	Matta-	mattAlamba
1700	Alamba	Sa-	sAlamba
1701	Alambana	Nis-	nirAlambana
1703	AlamBa	Dus-	durAlamBa
1705	Alaya	Kṛta-	kftAlaya
1705	Alaya	Tridaśa-	tridaSAlaya
1705	Alaya	Deva-	devAlaya
1705	Alaya	Padma-	padmAlaya
1705	Alaya	Mānasa-	mAnasAlaya
1705	Alaya	Hima-	himAlaya
1710	AlApa	Kathā-	kaTAlApa
1713	Ali	Sūtra-ālī	sUtrAlI
1719	Aloka	Dus-	durAloka
1719	Aloka	Nis-	nirAloka
1719	Aloka	Sukha-	suKAloka
1719	Aloka	Sūrya-	sUryAloka
1728	AvaraRa	Gātra-	gAtrAvaraRa
1728	AvaraRa	Deha-	dehAvaraRa
1729	Avarta	Ārya-	AryAvarta
1729	Avarta	Dakṣiṇā-	dakziRAvarta
1729	Avarta	Nandi-	nandyAvarta
1729	Avarta	Brahmāvarta	brahmAvarta
1729	Avarta	Rājāvarta	rAjAvarta
1729	Avarta	Ṣoḍaśāvarta	zoqaSAvarta
1729	Avarta	Su-dus-	sudurAvarta
1729	Avarta	Sūrya-	sUryAvarta
1729	Avarta	Hṛd-	hfdAvarta
1735	AvasaTa	Deva-	devAvasaTa
1737	Avaha	Dus-	durAvaha
1737	Avaha	Mala-	malAvaha
1738	AvApa	Śara-	SarAvApa
1739	AvAsa	Bhoga-	BogAvAsa
1741	Avika	Pañcāvika	paYcAvika
1743	Avila	An-	anAvila
1743	Avila	Pari-	paryAvila
1749	Avega	Ati-	atyAvega
1756	ASaMsA	Sa-	sASaMsA
1756	ASaMsA	-śam	Sam
1758	ASaNkA	Gata-	gatASaNkA
1758	ASaNkA	Sa-	sASaNkA
1760	ASaya	Ama-	amASaya
1760	ASaya	Krūra-	krUrASaya
1760	ASaya	Garbha-	garBASaya
1760	ASaya	Toya-	toyASaya
1760	ASaya	Dus-	durASaya
1760	ASaya	Duṣṭa-	duzwASaya
1760	ASaya	Pakva-	pakvASaya
1760	ASaya	Mahā-	mahASaya
1760	ASaya	Mūtra-	mUtrASaya
1760	ASaya	Vi-rata-	viratASaya
1760	ASaya	Sukha-	suKASaya
1761	ASA	Dus-	durASA
1761	ASA	Dhana-	DanASA
1761	ASA	Nis-	nirASA
1761	ASA	Bhagna-	BagnASA
1761	ASA	Hata-	hatASA
1764	ASin	Nirāmisha-	nirAmishASin
1764	ASin	Pavana-	pavanASin
1764	ASin	Pūrva-	pUrvASin
1765	ASis	Jaya-	jayASis
1770	ASOca	Sūtyāśauca	sUtyASOca
1771	AScarya	Sa-	sAScarya
1771	AScarya	-yam	yam
1774	ASrama	Kāma-	kAmASrama
1774	ASrama	Gṛha-	gfhASrama
1774	ASrama	Jyeṣṭha-	jyezWASrama
1775	ASramin	Gṛha-	gfhASramin
1776	ASraya	Garta-	gartASraya
1776	ASraya	Nis-	nirASraya
1776	ASraya	Para-	parASraya
1776	ASraya	Vana-	vanASraya
1776	ASraya	Vāṇa-	vARASraya
1780	ASrava	An-	anASrava
1789	As	Dus-	durAs
1790	AsaNga	Uttara-	uttarAsaNga
1792	Asana	Ardha-	arDAsana
1792	Asana	Kamala-	kamalAsana
1792	Asana	Dharma-	DarmAsana
1792	Asana	Nṛpa-	nfpAsana
1792	Asana	Padma-	padmAsana
1792	Asana	Bhadra-	BadrAsana
1792	Asana	Vīra-	vIrAsana
1792	Asana	Śakra-	SakrAsana
1792	Asana	Saha-	sahAsana
1792	Asana	Siṃha-	siMhAsana
1793	Asava	Madhu-	maDvAsava
1793	Asava	Surā-	surAsava
1793	Asava	Smara-	smarAsava
1795	AsAra	Dhārā-	DArAsAra
1795	AsAra	Puṣpa-	puzpAsAra
1795	AsAra	Sa-	sAsAra
1799	AseDa	Sthāna-	sTAnAseDa
1800	AsevA	Dus-	durAsevA
1810	AsTA	An-	anAsTA
1810	AsTA	Jāta-	jAtAsTA
1817	Asya	Uraga-	uragAsya
1817	Asya	Daśāsya	daSAsya
1817	Asya	Dīrgha-	dIrGAsya
1817	Asya	Pañca(n)-	paYca(n)Asya
1817	Asya	Pāṇi-	pARyAsya
1817	Asya	Manda-	mandAsya
1817	Asya	Markaṭa-	markawAsya
1817	Asya	Sthūla-	sTUlAsya
1823	Ahara	Dus-	durAhara
1826	Ahava	Mahā-	mahAhava
1827	AhAra	An-	anAhAra
1827	AhAra	Ekāhāra	ekAhAra
1827	AhAra	Nis-	nirAhAra
1827	AhAra	Pakṣa-	pakzAhAra
1827	AhAra	Phala-	PalAhAra
1827	AhAra	Śāka-	SAkAhAra
1827	AhAra	Su-	svAhAra
1827	AhAra	Svecchā-	svecCAhAra
1832	Ahnika	Gava-	gavAhnika
1836	Ahvaya	Hima-	himAhvaya
1838	AhvA	Cakra-	cakrAhvA
1838	AhvA	Sūrya-	sUryAhvA
1840	i	abhyatīta	aByatIta
1840	i	vyatīta	vyatIta
1841	ikzu	Kāṣṭha-	kAzWekzu
1845	iNga	Nis-	niriNga
1847	icCA	An-	anicCA
1847	icCA	Mahā-iccha	mahecCa
1847	icCA	Yatheccham	yaTecCam
1847	icCA	Sva-	svecCA
1849	ijyA	Bhūta-ijya	BUtejya
1852	itara	Itara-itara	itaretara
1852	itara	Nara-	naretara
1852	itara	Paruṣa-	paruzetara
1852	itara	Sabhya-	saByetara
1852	itara	Savya-	savyetara
1852	itara	Sahaja-	sahajetara
1852	itara	Sita-	sitetara
1868	indu	A-bāla-	abAlendu
1868	indu	Vadana-	vadanendu
1872	indriya	Antar-	antarindriya
1872	indriya	Karmendriya	karmendriya
1872	indriya	Jita-	jitendriya
1872	indriya	Nis-	nirindriya
1872	indriya	Buddhi-	budDyindriya
1872	indriya	Sa-	sendriya
1874	inDana	Agni-	agnyinDana
1874	inDana	Ap-	apinDana
1877	iBa	Gandha-	ganDeBa
1877	iBa	Jala-gandha-	jalaganDeBa
1877	iBa	Digibha	digiBa
1889	izIkA	Śara-	SarezIkA
1890	izu	Kusuma-	kusumezu
1890	izu	Pañceṣu	paYcezu
1890	izu	Puṣpa-	puzpezu
1891	izuDi	Mahā-	mahezuDi
1896	izwi	Jāta-	jAtezwi
1899	izvAsa	Mahā-	mahezvAsa
1905	IkzaRa	A-sita-	asitekzaRa
1905	IkzaRa	Madirā-	madirekzaRa
1912	Iti	Nis-	nirIti
1918	IpsA	Yathā-	yaTepsA
1919	Ipsu	Dharma-	Darmepsu
1928	IrzyA	Sa-īrṣya + m	serzyam
1931	ISa	An-	anISa
1931	ISa	Amara-	amareSa
1931	ISa	Avani-	avanyISa
1931	ISa	Kṣiti-	kzityISa
1931	ISa	Gaurī-	gOryISa
1931	ISa	Caṇḍī-	caRqyISa
1931	ISa	Jagadīśa	jagadISa
1931	ISa	Jana-	janeSa
1931	ISa	Jala-	jaleSa
1931	ISa	Jīvita-	jIviteSa
1931	ISa	Tiryagīśa	tiryagISa
1931	ISa	Deva-	deveSa
1931	ISa	Nadi-	nadyISa
1931	ISa	Bhūta-	BUteSa
1931	ISa	Rohiṇī-	rohiRyISa
1931	ISa	Viṃśati-	viMSatyISa
1931	ISa	Vijaya-	vijayeSa
1931	ISa	Vitta-	vitteSa
1931	ISa	Svarga-loka-	svargalokeSa
1932	ISA	Ratha-	raTeSA
1933	ISAna	Gaṇa-īśāna	gaReSAna
1938	ISvara	An-	anISvara
1938	ISvara	Amara-	amareSvara
1938	ISvara	Alakā-	alakeSvara
1938	ISvara	Avanti-	avantyISvara
1938	ISvara	Ātmeśvara	AtmeSvara
1938	ISvara	Kavi-	kavyISvara
1938	ISvara	Kāvyadevī-	kAvyadevyISvara
1938	ISvara	Kṣiti-	kzityISvara
1938	ISvara	Gaṇa-	gaReSvara
1938	ISvara	Cakra-	cakreSvara
1938	ISvara	Caṇḍā-	caRqeSvara
1938	ISvara	Jagadiśvara	jagadiSvara
1938	ISvara	Jana-	janeSvara
1938	ISvara	Jala-	jaleSvara
1938	ISvara	Tuṅga-	tuNgeSvara
1938	ISvara	Tri-diva-	tridiveSvara
1938	ISvara	Tri-pura-	tripureSvara
1938	ISvara	Dina-	dineSvara
1938	ISvara	Deva-	deveSvara
1938	ISvara	Deha-	deheSvara
1938	ISvara	Dvija-	dvijeSvara
1938	ISvara	Dhana-	DaneSvara
1938	ISvara	Nandīśvara	nandISvara
1938	ISvara	Prāṇa-	prAReSvara
1938	ISvara	Niśā-prāṇa-	niSAprAReSvara
1938	ISvara	Bhūta-	BUteSvara
1938	ISvara	Mahā-	maheSvara
1938	ISvara	Yogu-	yogvISvara
1938	ISvara	Śūra-	SUreSvara
1938	ISvara	Sāmbā-	sAmbeSvara
1938	ISvara	Sura-	sureSvara
1944	IhA	An-īha	anIha
1944	IhA	Nis-īhā	nirIhA
1948	ukti	Dus-	durukti
1948	ukti	Vakrokti	vakrokti
1948	ukti	Hita-	hitokti
1956	ugra	Ati-	atyugra
1957	uc	A-tathā-	ataToc
1957	uc	An-	anuc
1957	uc	Yathā-	yaToc
1957	uc	A-yathā-ucita	ayaTocita
1959	ucca	An-	anucca
1962	uccaya	Śilā-	Siloccaya
1962	uccaya	Salila-	saliloccaya
1962	uccaya	Sthūla-	sTUloccaya
1978	ucCeda	Dus-	durucCeda
1984	ucCraya	Mahā-	mahocCraya
1984	ucCraya	Su-kṛta-	sukftocCraya
1985	ucCrAya	Śṛṅga-	SfNgocCrAya
1988	ucCvAsa	Nis-	nirucCvAsa
1997	uYCa	Śila-	SiloYCa
1998	uwaja	Saha-	sahowaja
2006	utka	Sa-	sotka
2007	utkawa	Ati-	atyutkawa
2007	utkawa	Mada-	madotkawa
2009	utkaRWa	Sa-	sotkaRWa
2009	utkaRWa	-ṭham	Wam
2010	utkampa	Gati-	gatyutkampa
2010	utkampa	Sa-	sotkampa
2012	utkara	Mūṣika-	mUzikotkara
2012	utkara	Prakīrṇa-kusuma-	prakIrRakusumotkara
2030	uttama	An-	anuttama
2030	uttama	Dvija-	dvijottama
2030	uttama	Puruṣa-	puruzottama
2030	uttama	Maṇḍala-	maRqalottama
2030	uttama	Mṛga-	mfgottama
2030	uttama	Raghu-	raGvuttama
2030	uttama	Ratha-	raTottama
2030	uttama	Śara-	Sarottama
2030	uttama	Sevaka-	sevakottama
2033	uttara	Adhara-	aDarottara
2033	uttara	uttarattara	uttarattara
2033	uttara	Asrottaram	asrottaram
2033	uttara	Klinna-pakṣa-	klinnapakzottara
2033	uttara	Guṇa-	guRottara
2033	uttara	Dakṣiṇa-	dakziRottara
2033	uttara	Dadhi-	daDyuttara
2033	uttara	Duḥkha-	duHKottara
2033	uttara	Dharma-	Darmottara
2033	uttara	Nis-	niruttara
2033	uttara	Prāguttareṇa	prAguttareRa
2033	uttara	Viṣṭara-	vizwarottara
2033	uttara	Saptottara	saptottara
2047	utTAna	An-	anutTAna
2047	utTAna	Su-	svutTAna
2054	utpatti	An-	anutpatti
2057	utpala	Nīla-	nIlotpala
2062	utpAta	Mahā-	mahotpAta
2067	utpIqa	Sa-	sotpIqa
2069	utprAsa	Sa-	sotprAsa
2077	utsarga	Vṛṣa-	vfzotsarga
2080	utsava	Baddha-	badDotsava
2083	utsAha	Kṛta-	kftotsAha
2083	utsAha	Dus-	durutsAha
2083	utsAha	Nis-	nirutsAha
2083	utsAha	Mahā-	mahotsAha
2083	utsAha	Yathā-utsāha + m	yaTotsAham
2083	utsAha	Sa-	sotsAha
2086	utsuka	Nis-	nirutsuka
2086	utsuka	Pari-	paryutsuka
2086	utsuka	Sa-	sotsuka
2087	utsukatA	An-	anutsukatA
2088	utseka	An-	anutseka
2089	utseDa	Navotsedha	navotseDa
2093	udaka	Kāma-	kAmodaka
2093	udaka	Kāla-	kAlodaka
2093	udaka	Kuśa-	kuSodaka
2093	udaka	Kṛta-	kftodaka
2093	udaka	Tila-	tilodaka
2093	udaka	Maṇḍa-	maRqodaka
2093	udaka	Samāna-	samAnodaka
2098	udaDi	Kṣāra-	kzArodaDi
2098	udaDi	Kṣīra-	kzIrodaDi
2098	udaDi	Mahā-	mahodaDi
2102	udaya	Karuṇā-	karuRodaya
2102	udaya	Candra-	candrodaya
2102	udaya	Dus-	durudaya
2102	udaya	Mahā-	mahodaya
2102	udaya	Yathā-udaya + m	yaTodayam
2102	udaya	Sa-	sodaya
2105	udara	Kṛśa-	kfSodara
2105	udara	Jala-	jalodara
2105	udara	Dagdha-	dagDodara
2105	udara	Nis-nata-	nirnatodara
2105	udara	Brahmāṇḍabhāṇḍa-	brahmARqaBARqodara
2105	udara	Mahā-	mahodara
2105	udara	Lamba-	lambodara
2105	udara	Sa-	sodara
2105	udara	Saha-	sahodara
2107	udarin	Udaka-	udakodarin
2108	udarka	Śubha-	SuBodarka
2108	udarka	Sa-	sodarka
2108	udarka	Sukha-	suKodarka
2108	udarka	A-sukha-	asuKodarka
2113	udAratA	Ati-	atyudAratA
2134	udGAta	An-	anudGAta
2138	uddeSa	Yathā-uddeśa + m	yaToddeSam
2138	uddeSa	Raṇa-	raRoddeSa
2138	uddeSa	Vana-	vanoddeSa
2143	udDartf	Caura-	cOrodDartf
2146	udDAra	Vaira-	vErodDAra
2146	udDAra	Śalya-	SalyodDAra
2146	udDAra	Śāpa-	SApodDAra
2152	udBava	Kṣata-	kzatodBava
2152	udBava	Jala-	jalodBava
2152	udBava	Tanu-	tanvudBava
2152	udBava	Padma-	padmodBava
2152	udBava	Saṃmūrchana-	saMmUrCanodBava
2152	udBava	Soma-	somodBava
2160	udBeda	Gaṅgā-	gaNgodBeda
2162	udyama	Kṛta-	kftodyama
2162	udyama	Daṇḍa-	daRqodyama
2162	udyama	Nis-	nirudyama
2162	udyama	Mahā-	mahodyama
2164	udyAna	Puṇya-	puRyodyAna
2166	udyoga	An-	anudyoga
2166	udyoga	Nis-	nirudyoga
2166	udyoga	Sa-	sodyoga
2168	udreka	Sattva-	sattvodreka
2171	udvaha	Dus-	durudvaha
2171	udvaha	Raghu-	raGvudvaha
2171	udvaha	Rata-	ratodvaha
2175	udvAha	Kṛta-	kftodvAha
2178	udvega	An-	anudvega
2178	udvega	Nis-	nirudvega
2178	udvega	Sa-	sodvega
2186	unnatimant	Naya-sāhasa-unnati + mant	nayasAhasonnatimant
2189	unnayana	Sīmanta-	sImantonnayana
2193	unmada	Mahā-	mahonmada
2199	unmAda	Kṛta-	kftonmAda
2199	unmAda	Sa-	sonmAda
2211	upakaraRa	Karmopakaraṇa	karmopakaraRa
2211	upakaraRa	Śastra-	SastropakaraRa
2214	upakAra	Sa-	sopakAra
2215	upakAraka	Sa-	sopakAraka
2216	upakArin	Para-	paropakArin
2221	upakrama	Nis-	nirupakrama
2229	upagama	Viśvāsa-	viSvAsopagama
2243	upacAra	Dus-	durupacAra
2243	upacAra	Sopa-cāram	sopacAram
2254	upajIvin	Ātmopajīvin	AtmopajIvin
2254	upajIvin	Gandha-	ganDopajIvin
2254	upajIvin	Tāmra-	tAmropajIvin
2255	upajozam	Yathā-	yaTopajozam
2263	upadeSa	Dharma-	DarmopadeSa
2263	upadeSa	Yathopadeśam	yaTopadeSam
2263	upadeSa	Hita-	hitopadeSa
2269	upadrava	Nis-	nirupadrava
2273	upaDAna	Gaṇḍa-upadhāna	gaRqopaDAna
2276	upaDi	Nis-	nirupaDi
2276	upaDi	Sa-	sopaDi
2288	upapatti	An-	anupapatti
2298	upaplava	Nis-	nirupaplava
2298	upaplava	Sa-	sopaplava
2298	upaplava	Salila-	salilopaplava
2306	upamA	An-upama	anupama
2306	upamA	Alabdhopama	alabDopama
2306	upamA	Nīs-	nIrupamA
2306	upamA	amṛta-	amftopamA
2311	upayAcana	Satya-	satyopayAcana
2319	uparAga	nirviṣayoparāga	nirvizayoparAga
2325	upala	Tapana-	tapanopala
2325	upala	Rasa-	rasopala
2327	upalabDi	An-	anupalabDi
2334	upavAsa	Sa-	sopavAsa
2336	upavAsin	Māsa-	mAsopavAsin
2339	upavItin	Yajña-	yajYopavItin
2361	upasarga	Sa-	sopasarga
2364	upasarpin	Dus-	durupasarpin
2369	upaskara	Su-	svupaskara
2369	upaskara	Susaṃskṛta-	susaMskftopaskara
2372	upasTa	Ratha-	raTopasTa
2373	upasTAna	An-	anupasTAna
2380	upahAsa	Sopahāsam	sopahAsam
2390	upADi	An-	anupADi
2392	upADyAya	Paṭṭa-	pawwopADyAya
2392	upADyAya	Mahā-	mahopADyAya
2392	upADyAya	Mahā-mahā-	mahAmahopADyAya
2400	upAlamBa	Sa-	sopAlamBa
2425	uraga	Kṛṣṇa-	kfzRoraga
2425	uraga	Mahā-	mahoraga
2425	uraga	Hṛta-	hftoraga
2428	uraSCada	Kāñcana-	kAYcanoraSCada
2441	ulUka	Kumbha-	kumBolUka
2445	ulkA	Tṛṇa-	tfRolkA
2445	ulkA	Makā-	makolkA
2451	ullAsa	Cidullāsa	cidullAsa
2457	ulvaRa	Ati-	atyulvaRa
2465	uzwra	Khara-	Karozwra
2467	uzRa	Ati-	atyuzRa
2467	uzRa	An-	anuzRa
2473	uzRIzin	Kañcukoṣṇīṣin	kaYcukozRIzin
2474	uzman	Dhana-	Danozman
2474	uzman	Nidhāna-	niDAnozman
2474	uzman	Nis-	niruzman
2490	Uru	An-	anUru
2498	UrRa	Karṇorṇa	karRorRa
2498	UrRa	Patrorṇa	patrorRa
2505	Urmi	Kṣīra-	kzIrormi
2506	Urmin	Mahā-	mahormin
2517	Uha	An-ūha	anUha
2517	Uha	Durūha	durUha
2518	f	Citra-	citrar
2524	fc	An-	anfc
2524	fc	Try-ṛc	tryfc
2531	fju	An-	anfju
2535	fRa	An-	anfRa
2540	fta	An-	anfta
2540	fta	Apānṛta	apAnfta
2540	fta	Satya-an	satyAn
2546	ftu	An-	anftu
2558	fzi	Devarṣi	devarzi
2558	fzi	Brahmarṣi	brahmarzi
2558	fzi	Rājarṣi	rAjarzi
2558	fzi	Saptarṣi	saptarzi
2598	ekAdaSa	Vṛṣabhaikadaśa	vfzaBEkadaSa
2634	enas	An-	anenas
2644	ezin	Dhana-	Danaizin
2644	ezin	Sarva-bhūta-hita-	sarvaBUtahitaizin
2654	EkAntika	An-	anEkAntika
2680	ESvarya	Dhana-	DanASvarya
2687	okas	Ambara-	ambaraukas
2687	okas	Araṇya-	araRyaukas
2687	okas	Kānana-	kAnanaukas
2687	okas	Jala-	jalaukas
2687	okas	Tri-diva-	tridivaukas
2687	okas	Mānasa-	mAnasaukas
2687	okas	Vana-	vanaukas
2687	okas	Vāri-	vAryokas
2687	okas	Vāsa-	vAsaukas
2687	okas	Vila-	vilaukas
2687	okas	Svarga-	svargaukas
2689	oGa	Śara-	SarauGa
2689	oGa	Sarva-	sarvauGa
2693	ojas	Amitaujas	amitOjas
2693	ojas	Mahaujas	mahOjas
2698	odana	Kṣīraudana	kzIrOdana
2698	odana	Guḍodana	guqodana
2698	odana	Tila-	tilaudana
2698	odana	Dadhi-	daDyodana
2698	odana	Māṃsa-bhūtodana	mAMsaBUtodana
2698	odana	Śāli-	SAlyodana
2702	ozaDi	Mahauṣadhi	mahOzaDi
2714	Otsukya	Manda-	mandAtsukya
2714	Otsukya	Sa-	sAtsukya
2749	OzaDa	Mahā-	mahAzaDa
2760	kakud	Tri-	trikakud
2761	kakuda	Tri-	trikakuda
2772	kakza	Hiraṇya-	hiraRyakakza
2772	kakza	Hema-	hemakakza
2775	kakzya	Suvarṇa-	suvarRakakzya
2775	kakzya	Saptakakṣya	saptakakzya
2786	kaca	Utkaca	utkaca
2789	kacCa	Mahā-	mahAkacCa
2795	kaYcuka	Utkañcuka	utkaYcuka
2795	kaYcuka	Mukta-	muktakaYcuka
2795	kaYcuka	Su-bhāṣita-rasa-āsvāda-jāta-romāñca-kañcuka	suBAzitarasAsvAdajAtaromAYcakaYcuka
2802	kawa	Baddha-	badDakawa
2802	kawa	Śruti-	Srutikawa
2802	kawa	Sa-	sakawa
2802	kawa	Sam-	samkawa
2802	kawa	Mahā-sam-	mahAsamkawa
2813	kawuka	Sa-	sakawuka
2824	kaRa	Tuṣāra-, tuhina-	tuzAra, tuhinakaRa
2832	kaRwaka	A-	akaRwaka
2832	kaRwaka	Amara-	amarakaRwaka
2832	kaRwaka	Niṣkaṇṭaka	nizkaRwaka
2832	kaRwaka	Bhūrja-	BUrjakaRwaka
2832	kaRwaka	Sa-	sakaRwaka
2860	kaTam	Yathā-katha + m	yaTAkaTam
2861	kaTA	Dharma-	DarmakaTA
2861	kaTA	Purā-	purAkaTA
2861	kaTA	Sam-	samkaTA
2889	kanda	Mahā-	mahAkanda
2889	kanda	Rakta-	raktakanda
2895	kandala	Rakta-	raktakandala
2900	kanDara	Utkandhara	utkanDara
2900	kanDara	Daśakandhara	daSakanDara
2904	kanyA	Kāśi-	kASikanyA
2904	kanyA	Jahnu-	jahnukanyA
2904	kanyA	Sama-	samakanyA
2929	kapola	Su-	sukapola
2936	kam	Candra-	candrakam
2936	kam	Ramā-	ramAkam
2936	kam	Ravi-	ravikam
2936	kam	Rādhā-	rADAkam
2936	kam	Sūrya-	sUryakam
2936	kam	kāmita	kAmita
2940	kamala	Kara-kamala	karakamala
2940	kamala	Vikasita-vadana-kamala	vikasitavadanakamala
2940	kamala	Vikasita-nayana-vadana-kamala	vikasitanayanavadanakamala
2940	kamala	Sa-	sakamala
2944	kampa	Niṣkampa	nizkampa
2944	kampa	Kṣiti-, bhū-	kziti, BUkampa
2945	kampana	Sa-	sakampana
2945	kampana	Sva-	svakampana
2945	kampana	Hṛdaya-	hfdayakampana
2947	kambala	Pāṇḍu-	pARqukambala
2950	kara	Agra-	agrakara
2950	kara	A-tuṣāra-kara	atuzArakara
2950	kara	Kula-kara	kulakara
2950	kara	Citra-	citrakara
2950	kara	Dina-, divasa-	dina, divasakara
2950	kara	Duṣkara	duzkara
2950	kara	Padma-	padmakara
2950	kara	Bhoga-	Bogakara
2950	kara	Śūlodyatakara	SUlodyatakara
2950	kara	Sa-	sakara
2950	kara	Su-	sukara
2950	kara	A-su-	asukara
2957	karawa	Pra-bhinna-	praBinnakarawa
2959	karaRa	A-	akaraRa
2959	karaRa	Anta-	antakaraRa
2959	karaRa	Antaḥkaraṇa	antaHkaraRa
2959	karaRa	A-hita-	ahitakaraRa
2959	karaRa	Trivṛt-	trivftkaraRa
2959	karaRa	Prahāra-	prahArakaraRa
2959	karaRa	Virūpa-	virUpakaraRa
2959	karaRa	Śeṣa-	SezakaraRa
2961	karaRqaka	Puṣpa-	puzpakaraRqaka
2961	karaRqaka	Bhramara-	BramarakaraRqaka
2961	karaRqaka	Rakṣā-	rakzAkaraRqaka
2980	karAla	A-	akarAla
2980	karAla	Daṃṣṭrā-	daMzwrAkarAla
2980	karAla	Vi-	vikarAla
2982	karin	Dikkarin	dikkarin
2982	karin	Vana-	vanakarin
2982	karin	Sura-	surakarin
2985	karuRa	A-karuṇa	akaruRa
2985	karuRa	Niṣkaruṇa	nizkaruRa
2985	karuRa	Sa-	sakaruRa
2989	karUza	Niṣkarūṣa	nizkarUza
3005	karRa	Aśva-	aSvakarRa
3005	karRa	Utkarṇa	utkarRa
3005	karRa	Kumbha-	kumBakarRa
3005	karRa	Go-	gokarRa
3005	karRa	Catuṣkarṇa	catuzkarRa
3005	karRa	Tri-	trikarRa
3005	karRa	Dadhi-	daDikarRa
3005	karRa	Lamba-	lambakarRa
3005	karRa	Vi-	vikarRa
3005	karRa	Śaṅku-	SaNkukarRa
3005	karRa	Ṣaṭkarṇa	zawkarRa
3005	karRa	Stabdha-	stabDakarRa
3005	karRa	Hastikarṇa	hastikarRa
3008	karRaDAra	A-	akarRaDAra
3014	karRikA	Padma-karṇika	padmakarRika
3025	kartf	Ādi-	Adikartf
3025	kartf	Dina-	dinakartf
3025	kartf	Miṣṭa-	mizwakartf
3025	kartf	Rājya-	rAjyakartf
3025	kartf	Śarīra-	SarIrakartf
3025	kartf	Su-varṇa-	suvarRakartf
3025	kartf	Hema-	hemakartf
3032	kardama	Kṣāra-	kzArakardama
3032	kardama	Yakṣa-	yakzakardama
3035	karpara	Ghaṭa-	Gawakarpara
3043	karmakara	Gṛha-	gfhakarmakara
3045	karmakft	Krūra-	krUrakarmakft
3045	karmakft	Sva-	svakarmakft
3049	karman	Adbhuta-	adButakarman
3049	karman	An-ārya-	anAryakarman
3049	karman	Antya-	antyakarman
3049	karman	Indra-	indrakarman
3049	karman	Kāla-	kAlakarman
3049	karman	Keśa-	keSakarman
3049	karman	Krūra-	krUrakarman
3049	karman	Gṛha-	gfhakarman
3049	karman	Grāmya-	grAmyakarman
3049	karman	Citra-	citrakarman
3049	karman	Cūḍā-	cUqAkarman
3049	karman	Caura-	cOrakarman
3049	karman	Jāta-	jAtakarman
3049	karman	Jāla-	jAlakarman
3049	karman	Toya-	toyakarman
3049	karman	Tri-	trikarman
