Lnum	basehw	compound	resolution
10542	BAva	Ādhāra-ā-dheya-	ADArADeyaBAva
10542	BAva	Ārya-	AryaBAva
10542	BAva	Eka-	ekaBAva
10542	BAva	Kanyā-	kanyABAva
10542	BAva	Kṛta-	kftaBAva
10542	BAva	Tanu-	tanuBAva
10542	BAva	Dāsa-	dAsaBAva
10542	BAva	Durnīta-	durnItaBAva
10542	BAva	Dūra-	dUraBAva
10542	BAva	Droha-	drohaBAva
10542	BAva	Dvandva-	dvandvaBAva
10542	BAva	Punar-	punarBAva
10542	BAva	Pṛthagbhāva	pfTagBAva
10542	BAva	Prāpta-	prAptaBAva
10542	BAva	Bāla-	bAlaBAva
10542	BAva	Vṛddha-	vfdDaBAva
10542	BAva	Sadbhāva	sadBAva
10542	BAva	Sarva-	sarvaBAva
10542	BAva	Sādhu-	sADuBAva
10542	BAva	Sva-	svaBAva
10542	BAva	Strī-sva-	strIsvaBAva
10542	BAva	Sthāyigh˚	sTAyiG˚
10546	BAvana	Nyagbhāvana	nyagBAvana
10546	BAvana	Viśeṣa-	viSezaBAvana
10548	BAvin	Avaśyabh˚	avaSyaB˚
10548	BAvin	Tathā-	taTABAvin
10548	BAvin	Punar-	punarBAvin
10550	BAz	Su-	suBAz
10552	BAzA	Deśa-bhāṣā	deSaBAzA
10552	BAzA	Vi-bhāṣā	viBAzA
10553	BAzin	Dus-	durBAzin
10553	BAzin	Pūrva-	pUrvaBAzin
10553	BAzin	Mṛdu-	mfduBAzin
10555	BAs	A-cira-	aciraBAs
10555	BAs	Śaśāṅka-	SaSANkaBAs
10556	BAsa	Padma-	padmaBAsa
10556	BAsa	Pūṣabhāsā	pUzaBAsA
10569	BikzA	Durbhikṣa	durBikza
10569	BikzA	Subhikṣa	suBikza
10571	Bikzu	Śveta-	SvetaBikzu
10572	Bikzuka	Dharma-	DarmaBikzuka
10572	Bikzuka	Śākya-	SAkyaBikzuka
10575	Bitti	Sudhā-	suDABitti
10577	Bid	A-	aBid
10578	Bid	Yamunā-	yamunABid
10592	BI	A-	aBI
10592	BI	Divā-	divABI
10592	BI	Mahā-	mahABI
10592	BI	Su-	suBI
10593	BI	A-	aBI
10594	BIti	Divā-	divABIti
10595	BIma	Mahā-	mahABIma
10597	BIru	A-	aBIru
10597	BIru	Adhyavasāya-	aDyavasAyaBIru
10603	BIzaRa	Ati-	atiBIzaRa
10605	BIzma	Mahā-	mahABIzma
10608	Buj	Ā-	ABuj
10609	Buj	Ku-	kuBuj
10611	Buja	Ūrmi-	UrmiBuja
10611	Buja	Catur-	caturBuja
10611	Buja	Mahā-	mahABuja
10624	Buvana	Tri-	triBuvana
10630	BU	Ātmabhūta	AtmaBUta
10630	BU	Ittham-	itTamBU
10630	BU	Evam-	evamBU
10630	BU	Tīrtha-	tIrTaBU
10630	BU	Divā-	divABU
10630	BU	Mahā-	mahABU
10630	BU	Vahirbhūta	vahirBUta
10630	BU	Sadbh˚	sadB˚
10631	BU	Pāna-	pAnaBU
10631	BU	Malla-	mallaBU
10631	BU	Paricita-	paricitaBU
10637	BUti	Raṅga-	raNgaBUti
10637	BUti	Viyadbh˚	viyadB˚
10643	BUBft	Kula-	kulaBUBft
10646	BUmi	A-	aBUmi
10646	BUmi	Ati-	atiBUmi
10646	BUmi	Antar-	antarBUmi
10646	BUmi	Karma(n)-	karma(n)BUmi
10646	BUmi	Janma(n)-	janma(n)BUmi
10646	BUmi	Pana-	panaBUmi
10646	BUmi	Malla-	mallaBUmi
10646	BUmi	Badhya-	baDyaBUmi
10646	BUmi	Raṅga-	raNgaBUmi
10646	BUmi	Vāsa-	vAsaBUmi
10646	BUmi	Viśvāsa-	viSvAsaBUmi
10646	BUmi	Saṃketa-	saMketaBUmi
10646	BUmi	Sthāna-	sTAnaBUmi
10646	BUmi	Snca-	sncaBUmi
10646	BUmi	Siddha-	sidDaBUmi
10647	BUmikA	Catur-bhūmika	caturBUmika
10647	BUmikA	Sapta(n)-	sapta(n)BUmikA
10651	BUya	Brahma(n)-	brahma(n)BUya
10651	BUya	Rāja(n)-	rAja(n)BUya
10660	BUzaRa	Para-	paraBUzaRa
10664	Bf	A-	aBf
10664	Bf	Kṣīra-	kzIraBf
10664	Bf	Bhṛtya	Bftya
10664	Bf	A-	aBf
10664	Bf	Su-	suBf
10677	Bftaka	Madhyama-	maDyamaBftaka
10678	Bfti	Piṇḍa-	piRqaBfti
10678	Bfti	Sudhā-	suDABfti
10678	Bfti	Hala-	halaBfti
10679	Bftya	Ku-	kuBftya
10679	Bftya	Kumāra-bhṛtyā	kumAraBftyA
10679	Bftya	Protkaṭa-	protkawaBftya
10679	Bftya	Mūla-	mUlaBftya
10683	BfSa	Su-	suBfSa
10685	Bfzwi	Sahasra-	sahasraBfzwi
10690	Beda	A-	aBeda
10690	Beda	Anyonya-	anyonyaBeda
10690	Beda	Gati-	gatiBeda
10690	Beda	Granthi-	granTiBeda
10690	Beda	Durbh˚	durB˚
10690	Beda	Svara-	svaraBeda
10691	Bedaka	Gaṇḍa-	gaRqaBedaka
10693	Bedana	Puṭa-	puwaBedana
10694	Bedin	Marma(n)-	marma(n)Bedin
10694	Bedin	Vṛkṣa-	vfkzaBedin
10710	Boga	Kāma-	kAmaBoga
10710	Boga	Nāga-	nAgaBoga
10710	Boga	Nirbh˚	nirB˚
10715	Bogin	Kṛṣṇa-	kfzRaBogin
10717	Bojana	A-	aBojana
10717	Bojana	Ati-	atiBojana
10717	Bojana	Eka-	ekaBojana
10717	Bojana	Kṛmi-	kfmiBojana
10717	Bojana	Mleccha-	mlecCaBojana
10717	Bojana	Saha-	sahaBojana
10719	Bojin	Gṛha-	gfhaBojin
10719	Bojin	Bhujaṃga-	BujaMgaBojin
10719	Bojin	Śaṣpa-	SazpaBojin
10726	BOma	Antar-	antarBOma
10726	BOma	Bahu-	bahuBOma
10726	BOma	Sapta(n)-	sapta(n)BOma
10729	BraMS	Bhaya-	BayaBraMS
10730	BraMSa	Jāti-	jAtiBraMSa
10731	BraMSin	A-	aBraMSin
10736	Brajj	Tila-	tilaBrajj
10739	Bram	A-	aBram
10739	Bram	A-	aBram
10739	Bram	Su-saṃbhrānta	susaMBrAnta
10749	BrAtf	Durbh˚	durB˚
10749	BrAtf	Dharma-	DarmaBrAtf
10749	BrAtf	Sa-	saBrAtf
10765	BrU	A-sita-	asitaBrU
10765	BrU	Nata-	nataBrU
10765	BrU	Sam-hata-	samhataBrU
10765	BrU	Su-bhrū	suBrU
10788	makzikA	Nirmakṣika	nirmakzika
10788	makzikA	Madhu-	maDumakzikA
10791	maKa	Sa-	samaKa
10804	maNgala	A-	amaNgala
10804	maNgala	Kautuka-	kOtukamaNgala
10804	maNgala	Pāna-	pAnamaNgala
10804	maNgala	Sarva-	sarvamaNgala
10804	maNgala	Su-	sumaNgala
10813	majjA	Nirmajja	nirmajja
10821	maYjari	Kāma-, Madana-	kAma, madanamaYjari
10821	maYjari	Lobha-mañjarī	loBamaYjarI
10831	maWa	Gopāla-, Cakra-, Śūra-	gopAla, cakra, SUramaWa
10836	maRi	Indu-	indumaRi
10836	maRi	Kāca-	kAcamaRi
10836	maRi	Cintā-	cintAmaRi
10836	maRi	Cūḍā-	cUqAmaRi
10836	maRi	Jatu-	jatumaRi
10836	maRi	Masi-	masimaRi
10836	maRi	Latā-	latAmaRi
10836	maRi	Vi-mala-	vimalamaRi
10836	maRi	Śikhā-	SiKAmaRi
10836	maRi	Śuci-	SucimaRi
10836	maRi	Sarpa-	sarpamaRi
10836	maRi	Sita-	sitamaRi
10836	maRi	Sūrya-	sUryamaRi
10836	maRi	Sparśa-	sparSamaRi
10839	maRimaya	Sita-maṇi + maya	sitamaRimaya
10843	maRq	A-	amaRq
10844	maRqa	Dadhi-	daDimaRqa
10847	maRqapa	Adhikaraṇa-	aDikaraRamaRqapa
10847	maRqapa	Keli-	kelimaRqapa
10847	maRqapa	Garbha-	garBamaRqapa
10847	maRqapa	Paṭa-	pawamaRqapa
10847	maRqapa	Latā-	latAmaRqapa
10850	maRqala	Ādarśa-	AdarSamaRqala
10850	maRqala	Aśrama-	aSramamaRqala
10850	maRqala	Kṣmā-tala-	kzmAtalamaRqala
10850	maRqala	Tri-maṇḍalā	trimaRqalA
10850	maRqala	Diṅ-maṇḍala	diNmaRqala
10850	maRqala	Prakṛti-	prakftimaRqala
10850	maRqala	Raṅga-	raNgamaRqala
10850	maRqala	Sūrya-	sUryamaRqala
10850	maRqala	Stana-	stanamaRqala
10853	maRqUka	Kūpa-	kUpamaRqUka
10859	mati	A-	amati
10859	mati	Eka-	ekamati
10859	mati	Kṛta-	kftamati
10859	mati	Durm˚	durm˚
10859	mati	Nindita-	ninditamati
10859	mati	Nirahaṃmati	nirahaMmati
10859	mati	Pratyut-panna-	pratyutpannamati
10859	mati	Bahu-	bahumati
10859	mati	Manda-	mandamati
10859	mati	Mahā-	mahAmati
10859	mati	Yathā-mati	yaTAmati
10859	mati	Vi-	vimati
10859	mati	Vidyamāna-	vidyamAnamati
10859	mati	Vipula-	vipulamati
10859	mati	Vṛthā-	vfTAmati
10859	mati	Su-	sumati
10864	matsara	Nirm˚	nirm˚
10864	matsara	Vīta-	vItamatsara
10864	matsara	Sa-	samatsara
10866	matsya	Pāka-	pAkamatsya
10871	maTana	Pura-	puramaTana
10871	maTana	Maḍhu-	maQumaTana
10874	mad	Mṛta-	mftamad
10876	mada	Durm˚	durm˚
10876	mada	Dhana-	Danamada
10876	mada	Nirm˚	nirm˚
10876	mada	Mahā-	mahAmada
10876	mada	Mṛga-	mfgamada
10876	mada	Rati-madā	ratimadA
10876	mada	Viśva-madā	viSvamadA
10876	mada	Sa-	samada
10876	mada	Sadā-	sadAmada
10876	mada	Su-	sumada
10878	madana	Un-madana	unmadana
10887	madgu	Kāka-	kAkamadgu
10893	maDu	Tri-	trimaDu
10903	maDura	Vāṅmadhura	vANmaDura
10910	maDya	Tanu-	tanumaDya
10910	maDya	Bhuja-	BujamaDya
10911	maDyaga	Bahu-	bahumaDyaga
10913	maDyandina	Ati-	atimaDyandina
10914	maDyama	Yava-	yavamaDyama
10914	maDyama	Su-	sumaDyama
10920	man	Bahu-	bahuman
10920	man	Sādhu-	sADuman
10920	man	Su	su
10922	manas	Anya-	anyamanas
10922	manas	Ud-	udmanas
10922	manas	Eka-	ekamanas
10922	manas	Durm˚	durm˚
10922	manas	Dvexhimanas	dvexhimanas
10922	manas	Pra-	pramanas
10922	manas	Prīti-	prItimanas
10922	manas	Mahā-	mahAmanas
10922	manas	Vaktumanas	vaktumanas
10922	manas	Vi-	vimanas
10922	manas	Śaṅkita-	SaNkitamanas
10922	manas	Sa-	samanas
10922	manas	Su-	sumanas
10922	manas	Su-sthita-	susTitamanas
10922	manas	Sthira-	sTiramanas
10928	manAk	A-	amanAk
10931	manIzA	Ku-maniṣa	kumaniza
10933	manIzin	Ka-	kamanIzin
10935	manuja	Nis-	nirmanuja
10936	manuzya	A-	amanuzya
10936	manuzya	Ati-	atimanuzya
10936	manuzya	Durm˚	durm˚
10936	manuzya	Nirm˚	nirm˚
10944	manohara	Su-	sumanohara
10946	mantu	Tri-	trimantu
10949	mantr	Durm˚	durm˚
10949	mantr	Su-	sumantr
10950	mantra	A-	amantra
10950	mantra	Ākṛṣṭi-	Akfzwimantra
10950	mantra	Durm˚	durm˚
10950	mantra	Nirm˚	nirm˚
10950	mantra	Viṣa-	vizamantra
10951	mantrajYa	Su-	sumantrajYa
10955	mantravid	A-	amantravid
10957	mantritA	Sa-mantritva	samantritva
10958	mantrin	Durm˚	durm˚
10958	mantrin	Pradhāna-	praDAnamantrin
10958	mantrin	Mahā-	mahAmantrin
10961	manTa	Maṇi-	maRimanTa
10963	manTana	Amṛta-	amftamanTana
10967	manTin	Ūrdhva-	UrDvamanTin
10969	manda	Picu-	picumanda
10979	mandAra	Kṛta-	kftamandAra
10982	mandira	Avaskara-	avaskaramandira
10982	mandira	Keli-	kelimandira
10982	mandira	Jala-yantra-	jalayantramandira
10984	mandra	Ā-	Amandra
10990	manyu	Abhi-	aBimanyu
10990	manyu	Aki-	akimanyu
10990	manyu	Vita-	vitamanyu
10990	manyu	Sa-	samanyu
11000	mayUKa	Unm˚	unm˚
11000	mayUKa	Śīta-	SItamayUKa
11005	maraRa	Ā-maraṇa + m	AmaraRam
11005	maraRa	Saha-	sahamaraRa
11027	martya	A-	amartya
11029	mardana	Ari-	arimardana
11029	mardana	Sarva-kṣatriya-	sarvakzatriyamardana
11034	marman	Antar-	antarmarman
11034	marman	Śirom˚	Sirom˚
11041	maryAdA	A-maryāda	amaryAda
11041	maryAdA	Agni-sākṣika-	agnisAkzikamaryAdA
11041	maryAdA	An-apa-īkṣita-	anapekzitamaryAdA
11041	maryAdA	Durm˚	durm˚
11041	maryAdA	Nirm˚	nirm˚
11041	maryAdA	Bhinna-	BinnamaryAdA
11041	maryAdA	Sa-	samaryAdA
11044	marza	A-	amarza
11044	marza	Nis-a-	niramarza
11044	marza	Sāmarṣa	sAmarza
11045	marzaRa	A-	amarzaRa
11045	marzaRa	Agha-	aGamarzaRa
11045	marzaRa	Durm˚	durm˚
11047	mala	A-	amala
11047	mala	Kāṃsya-	kAMsyamala
11047	mala	Nirm˚	nirm˚
11047	mala	Bahu-	bahumala
11047	mala	Vi-	vimala
11047	mala	Śānta-	SAntamala
11047	mala	Sa-	samala
11053	malina	A-	amalina
11058	malla	Hastimalla	hastimalla
11058	malla	Gaṇeśa	gaReSa
11061	malli	Madhu-mallī	maDumallI
11061	malli	Raṅga-mallī	raNgamallI
11065	maSaka	Daṃśa-	daMSamaSaka
11083	mastaka	Madhu-	maDumastaka
11088	maha	Dhanurmaha	Danurmaha
11090	mahant	Vi-	vimahant
11090	mahant	Su-	sumahant
11094	mahas	Pīyūṣa-	pIyUzamahas
11094	mahas	Mitra-	mitramahas
11094	mahas	Vi-	vimahas
11106	mahiman	A-kṛta-tyāga-	akftatyAgamahiman
11106	mahiman	A-mogha-	amoGamahiman
11108	mahiza	Agra-	agramahiza
11111	mahIDara	Sa-mahī-dhara	samahIDara
11119	mA	A-	amA
11122	mAMsa	Adhi-	aDimAMsa
11122	mAMsa	Danta-	dantamAMsa
11122	mAMsa	Nirm˚	nirm˚
11122	mAMsa	Pūti-	pUtimAMsa
11122	mAMsa	Pṛṣṭha-	pfzWamAMsa
11122	mAMsa	Mahā-	mahAmAMsa
11122	mAMsa	Vṛthā-	vfTAmAMsa
11161	mAtf	Go-	gomAtf
11161	mAtf	Jaganmātṛ	jaganmAtf
11161	mAtf	Nāga-	nAgamAtf
11161	mAtf	Raṅga-	raNgamAtf
11161	mAtf	Vi-	vimAtf
11161	mAtf	Veda-	vedamAtf
11161	mAtf	Śāṇḍilī-	SARqilImAtf
11162	mAtfka	Deva-mātṛ + ka	devamAtfka
11162	mAtfka	Raṅga-	raNgamAtfka
11166	mAtra	Akṣa-	akzamAtra
11166	mAtra	Aṅgula-	aNgulamAtra
11166	mAtra	Ati-	atimAtra
11166	mAtra	Artha-	arTamAtra
11166	mAtra	Ātma(n)-	Atma(n)mAtra
11166	mAtra	Etāvanmātra	etAvanmAtra
11166	mAtra	Kiyanmātra	kiyanmAtra
11166	mAtra	Krośa-	kroSamAtra
11166	mAtra	Kṣaṇa-mātra + m	kzaRamAtram
11166	mAtra	Jāta-	jAtamAtra
11166	mAtra	Jāti-	jAtimAtra
11166	mAtra	Jīva-	jIvamAtra
11166	mAtra	Tanmātra	tanmAtra
11166	mAtra	Tāla-mātra + m	tAlamAtram
11166	mAtra	Tāvanmātra	tAvanmAtra
11166	mAtra	Darśana-	darSanamAtra
11166	mAtra	Dhyāta	DyAta
11166	mAtra	Naga-	nagamAtra
11166	mAtra	Nāma(n)-	nAma(n)mAtra
11166	mAtra	Padāti-	padAtimAtra
11166	mAtra	Pāpa-kṣaya-	pApakzayamAtra
11166	mAtra	Prāṇa-dhāraṇa-	prARaDAraRamAtra
11166	mAtra	Bali-	balimAtra
11166	mAtra	Mahā-	mahAmAtra
11166	mAtra	Mūrta-	mUrtamAtra
11166	mAtra	Mūrti-	mUrtimAtra
11166	mAtra	Yuga-	yugamAtra
11166	mAtra	Varṣa-	varzamAtra
11166	mAtra	Vāṅmātra	vANmAtra
11166	mAtra	Rūpa-	rUpamAtra
11166	mAtra	Vārttā-	vArttAmAtra
11166	mAtra	Vitta-	vittamAtra
11166	mAtra	Śabda-	SabdamAtra
11166	mAtra	Śarīra-	SarIramAtra
11166	mAtra	Samādhāna-	samADAnamAtra
11166	mAtra	Saṃkṣepa-	saMkzepamAtra
11166	mAtra	Smṛta-	smftamAtra
11166	mAtra	Hastimātra	hastimAtra
11169	mAtsarya	Pus-	purmAtsarya
11179	mADava	Latā-mādhavī	latAmADavI
11184	mADurya	Bhrūkṣepālāpa-	BrUkzepAlApamADurya
11193	mAna	Ati-	atimAna
11193	mAna	A-bhagna-māna + m	aBagnamAnam
11193	mAna	Nirm˚	nirm˚
11193	mAna	Praṇaya-	praRayamAna
11193	mAna	Bahu-	bahumAna
11193	mAna	Māsa-	mAsamAna
11193	mAna	Sa-bahu-māna + m	sabahumAnam
11197	mAnava	Kapaṭa-	kapawamAnava
11197	mAnava	Daṇḍa-	daRqamAnava
11200	mAnasa	Anya-	anyamAnasa
11200	mAnasa	An-anya-	ananyamAnasa
11200	mAnasa	Pūrṇa-	pUrRamAnasa
11200	mAnasa	Hṛṣṭa-	hfzwamAnasa
11202	mAnin	A-	amAnin
11202	mAnin	Ati-	atimAnin
11202	mAnin	A-stena-	astenamAnin
11202	mAnin	Dhṛṣṭa-	DfzwamAnin
11202	mAnin	Paṇḍita-	paRqitamAnin
11202	mAnin	Puruṣa-	puruzamAnin
11202	mAnin	Prājña-	prAjYamAnin
11202	mAnin	Śūra-	SUramAnin
11202	mAnin	Su-bhaga-	suBagamAnin
11203	mAnuza	A-	amAnuza
11203	mAnuza	Ati-	atimAnuza
11203	mAnuza	Divya-	divyamAnuza
11208	mAndya	A-	amAndya
11216	mAya	A-	amAya
11216	mAya	Deva-	devamAya
11216	mAya	Bahu-	bahumAya
11216	mAya	Su-	sumAya
11223	mAyin	A-	amAyin
11223	mAyin	Durm˚	durm˚
11226	mAra	A-	amAra
11226	mAra	Dhundhu-	DunDumAra
11226	mAra	Paśu-	paSumAra
11226	mAra	Mahā-mārī	mahAmArI
11226	mAra	Śiśu-	SiSumAra
11227	mAraka	Paśu-māra + ka	paSumAraka
11233	mArIca	Saha-	sahamArIca
11234	mAruta	Ati-	atimAruta
11234	mAruta	Paścānmāruta	paScAnmAruta
11234	mAruta	Puromāruta	puromAruta
11238	mArga	Ambara-cara-	ambaracaramArga
11238	mArga	Ardha-	arDamArga
11238	mArga	Āhāra-niḥsaraṇa-	AhAraniHsaraRamArga
11238	mArga	Unm˚	unm˚
11238	mArga	Karma(n)-	karma(n)mArga
11238	mArga	Kula-	kulamArga
11238	mArga	Kṛta-	kftamArga
11238	mArga	Tri-	trimArga
11238	mArga	Deva-	devamArga
11238	mArga	Nakṣatra-	nakzatramArga
11238	mArga	Rāja(n)-	rAja(n)mArga
11247	mArjAra	Araṇya-	araRyamArjAra
11254	mArdava	Su-	sumArdava
11257	mAla	Akṣa-	akzamAla
11257	mAla	Ketu-	ketumAla
11257	mAla	Nakṣatra-	nakzatramAla
11257	mAla	Nara-	naramAla
11257	mAla	Vana-	vanamAla
11257	mAla	Vandana-	vandanamAla
11257	mAla	Varṇa-	varRamAla
11257	mAla	Haṃsa-	haMsamAla
11257	mAla	Hema-	hemamAla
11262	mAlika	Vandana-	vandanamAlika
11264	mAlin	Aṃśu-	aMSumAlin
11264	mAlin	Akṣa-	akzamAlin
11264	mAlin	Ūrmi-	UrmimAlin
11264	mAlin	Kapāla-	kapAlamAlin
11264	mAlin	Gaṇḍa-	gaRqamAlin
11264	mAlin	Jālaka-	jAlakamAlin
11264	mAlin	Nagara-	nagaramAlin
11264	mAlin	Padma-	padmamAlin
11264	mAlin	Pura-	puramAlin
11264	mAlin	Marīci-	marIcimAlin
11264	mAlin	Vana-	vanamAlin
11264	mAlin	Vīci-	vIcimAlin
11264	mAlin	Hema-	hemamAlin
11267	mAlya	Gandha-	ganDamAlya
11270	mAza	Mahā-	mahAmAza
11274	mAs	Puṣpa-	puzpamAs
11275	mAsa	Ardha-	arDamAsa
11275	mAsa	Garbha-	garBamAsa
11275	mAsa	Puṣpa-	puzpamAsa
11275	mAsa	Pūrṇa-	pUrRamAsa
11281	mAsika	Aṣṭamāsika	azwamAsika
11281	mAsika	Ṣaṇmāsika	zaRmAsika
11301	mittra	A-	amittra
11301	mittra	Ku-	kumittra
11301	mittra	Nis-a-	niramittra
11301	mittra	Dhana-	Danamittra
11301	mittra	Sa-	samittra
11301	mittra	Su-	sumittra
11308	miTuna	Go-	gomiTuna
11317	miSra	Ārya-	AryamiSra
11324	mih	Puru-	purumih
11341	mukuwa	Pratāpa-	pratApamukuwa
11347	muktA	Śaṅkha-	SaNKamuktA
11351	muKa	Aṅguli-	aNgulimuKa
11351	muKa	Aja-mukhī	ajamuKI
11351	muKa	Adhom˚	aDom˚
11351	muKa	Abhi-	aBimuKa
11351	muKa	Ayom˚	ayom˚
11351	muKa	Avāṅm˚	avANm˚
11351	muKa	Aśru-	aSrumuKa
11351	muKa	Aśva-	aSvamuKa
11351	muKa	Udaṅmukha	udaNmuKa
11351	muKa	Unm˚	unm˚
11351	muKa	Ūlkā-	UlkAmuKa
11351	muKa	Ūrdhva-	UrDvamuKa
11351	muKa	Ṛtu-	ftumuKa
11351	muKa	Eka-	ekamuKa
11351	muKa	Kaṅka-	kaNkamuKa
11351	muKa	Kathā-	kaTAmuKa
11351	muKa	Kālā	kAlA
11351	muKa	Kālikā-	kAlikAmuKa
11351	muKa	Kravya-	kravyamuKa
11351	muKa	Go-	gomuKa
11351	muKa	Catur-	caturmuKa
11351	muKa	Jaya-sthala-	jayasTalamuKa
11351	muKa	Jyotirmukha	jyotirmuKa
11351	muKa	Jvālā-	jvAlAmuKa
11351	muKa	Dakṣiṇā-	dakziRAmuKa
11351	muKa	Dakṣiṇā-abhi-	dakziRABimuKa
11351	muKa	Dadhi-	daDimuKa
11351	muKa	Darī-	darImuKa
11351	muKa	Daśa(n)-	daSa(n)muKa
11351	muKa	Diṅm˚	diNm˚
11351	muKa	Durm˚	durm˚
11351	muKa	Dūta-	dUtamuKa
11351	muKa	Nandi-	nandimuKa
11351	muKa	Nāndī-	nAndImuKa
11351	muKa	Niśā-	niSAmuKa
11351	muKa	Payas-	payasmuKa
11351	muKa	Parāṅ-mukha	parANmuKa
11351	muKa	Pari-vṛtta-ardha-	parivfttArDamuKa
11351	muKa	Pūrva-paścānmukha	pUrvapaScAnmuKa
11351	muKa	Prāṅmukha	prANmuKa
11351	muKa	Phaṇi(n)-	PaRi(n)muKa
11351	muKa	Baḍavā-	baqavAmuKa
11351	muKa	Bali-	balimuKa
11351	muKa	Bhṛkuṭi-	BfkuwimuKa
11351	muKa	Sa-bhṛkuṭi-	saBfkuwimuKa
11351	muKa	Mahā-	mahAmuKa
11351	muKa	Mātṛ-	mAtfmuKa
11351	muKa	Mleccha-	mlecCamuKa
11351	muKa	Vi-	vimuKa
11351	muKa	Śāstra-vi-	SAstravimuKa
11351	muKa	Vināśonmukha	vinASonmuKa
11351	muKa	Śaṅkha-	SaNKamuKa
11351	muKa	Śata-	SatamuKa
11351	muKa	Śilī-	SilImuKa
11351	muKa	Ṣaṇm˚	zaRm˚
11351	muKa	Sa-kala-indu-	sakalendumuKa
11351	muKa	Sam-	sammuKa
11351	muKa	Sarvatomukha	sarvatomuKa
11351	muKa	Su-	sumuKa
11351	muKa	Sūcī-	sUcImuKa
11351	muKa	Senā-	senAmuKa
11351	muKa	Stana-	stanamuKa
11351	muKa	Svasti-	svastimuKa
11355	muKara	Unmukhara-	unmuKaramuKara
11358	muKya	Dvi-ja-	dvijamuKya
11358	muKya	Vāra-mukhyā	vAramuKyA
11363	muc	A-	amuc
11363	muc	Jīvanm˚	jIvanm˚
11381	muRqa	Daṇḍimuṇḍa	daRqimuRqa
11386	mud	Krīḍā-	krIqAmud
11390	mudgara	Kūṭa-	kUwamudgara
11391	mudrA	Aṅguli-	aNgulimudrA
11391	mudrA	Nāma(n)-	nAma(n)mudrA
11391	mudrA	Pāda-	pAdamudrA
11391	mudrA	Vi-mudra	vimudra
11391	mudrA	Sa-mudra	samudra
11392	mudrikA	Aṅguli-	aNgulimudrikA
11395	muni	Mahā-	mahAmuni
11406	murC	Krodha-	kroDamurC
11410	muSala	Kaṅkāla-muṣala	kaNkAlamuzala
11410	muSala	Cakra-muṣala	cakramuzala
11410	muSala	Danta-muṣala	dantamuzala
11427	musta	Sa-bhadra-musta	saBadramusta
11428	mustaka	Bhadra-	Badramustaka
11431	muh	A-mūḍha	amUQa
11431	muh	Diṅmūḍha	diNmUQa
11431	muh	Mahā-mūḍha	mahAmUQa
11431	muh	Ati-mugdha	atimugDa
11434	muhUrta	Durmuhūrta	durmuhUrta
11449	mUrta	A-	amUrta
11451	mUrti	Aṣṭa(n)-	azwa(n)mUrti
11451	mUrti	Tapas-	tapasmUrti
11451	mUrti	Tejas-	tejasmUrti
11451	mUrti	Tri-	trimUrti
11453	mUrtimant	Viśva-	viSvamUrtimant
11455	mUrDan	Raṇa-	raRamUrDan
11455	mUrDan	Tri-	trimUrDan
11461	mUla	Unmūla	unmUla
11461	mUla	Jyeṣṭhā-	jyezWAmUla
11461	mUla	Tapas-	tapasmUla
11461	mUla	Danta-	dantamUla
11461	mUla	Dhana-	DanamUla
11461	mUla	Dharma-	DarmamUla
11461	mUla	Nirmūla	nirmUla
11461	mUla	Pāda-	pAdamUla
11461	mUla	Baddha	badDa
11461	mUla	Vismaya-karṣa-	vismayakarzamUla
11461	mUla	Sa-mūla + m	samUlam
11462	mUlaka	Mastaka-	mastakamUlaka
11466	mUlya	Bahu-	bahumUlya
11466	mUlya	Bahu-svarṇa-lakṣa-	bahusvarRalakzamUlya
11474	mfga	Ikā-	ikAmfga
11474	mfga	Kṛṣṇa-	kfzRamfga
11474	mfga	Krīḍā-	krIqAmfga
11474	mfga	Gaura-	gOramfga
11474	mfga	Citra-	citramfga
11474	mfga	Tārā-	tArAmfga
11474	mfga	Mahā-	mahAmfga
11474	mfga	Mahī-	mahImfga
11474	mfga	Māyā-	mAyAmfga
11474	mfga	Śākhā-	SAKAmfga
11474	mfga	Śālā-	SAlAmfga
11474	mfga	Hemamṛga	hemamfga
11487	mfj	Su-mṛṣṭa	sumfzwa
11503	mfttikA	Pāṇḍu-mṛttika	pARqumfttika
11503	mfttikA	Pūti-mṛttika	pUtimfttika
11505	mftyu	Apa-	apamftyu
11505	mftyu	Pratyāsanna-	pratyAsannamftyu
11505	mftyu	Mahā-	mahAmftyu
11505	mftyu	Viṣa-	vizamftyu
11521	mfdvIkA	Pṛthu-	pfTumfdvIkA
11529	mfzA	A-	amfzA
11535	meKalA	Maṇi-mekhala	maRimeKala
11537	meGa	Gṛha-	gfhameGa
11553	meDa	Aśva-, Turaga-, Turaṅgama-	aSva, turaga, turaNgamameDa
11553	meDa	Gṛha-	gfhameDa
11553	meDa	Dus-	durmeDa
11553	meDa	Nara-	narameDa
11553	meDa	Pitṛ-	pitfmeDa
11555	meDAvin	Dus-	durmeDAvin
11558	meDya	A-	ameDya
11564	meru	Su-	sumeru
11573	mEtra	Durmaitra	durmEtra
11583	mETunin	Divā-	divAmETunin
11594	mokzaRa	Prāṇa-	prARamokzaRa
11595	moGa	A-	amoGa
11607	mohana	Kūṭa-	kUwamohana
11610	mOktika	Gaja-	gajamOktika
11613	mOKya	Grāma-	grAmamOKya
11619	mOna	Cintā-	cintAmOna
